program,id,year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,verdict,evidence,source,notes
cpython,,2006,Modules/mmapmodule.c,crash-unclassified,new_mmap_object,a zero-length or absent value on a path that assumed one existed,regression test added in the fix: Lib/test/output/test_mmap; Lib/test/test_mmap.py,63fd4f44487feda3f5db0065ffe5fbb574d698a3,v2.4.3,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/63fd4f44487feda3f5db0065ffe5fbb574d698a3,"Backport: Fix SF bug #1402308, segfault when using mmap(-1, ...) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2006,Modules/ossaudiodev.c,uninitialized-read,_ssize,,,3ffa59b137a0c1f80b5fd495cc3d25d4ef21e0c0,v2.5.1; v2.6.1; v2.7.1; v3.0.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/3ffa59b137a0c1f80b5fd495cc3d25d4ef21e0c0,"Rework channelnumber/samplesize detetion code's output variables a bit to convince gcc (4.0.x) the variables are never used uninitialized (and raising a proper exception if they ever are.) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: a PyObject instance; every CPython type's default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c), and every built-in tp_basicsize is far below the 512-byte pymalloc threshold (Include/internal/pycore_obmalloc.h:163) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2006,Modules/socketmodule.c,heap-buffer-overflow-write,getsockaddrarg,an oversized or overflowing length/size argument,,2db15505be38a0d8a87919f5864d116e4ae74a54,v2.5.1; v2.6.1; v2.7.1; v3.2.4,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/2db15505be38a0d8a87919f5864d116e4ae74a54,"Off-by-one buffer overflow error. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PySocketSockObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2006,Modules/socketmodule.c,heap-buffer-overflow-write,getsockaddrarg,an oversized or overflowing length/size argument,,dfdc6af5727070100f7c2638b30afe5de7c70393,v2.4.4,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/dfdc6af5727070100f7c2638b30afe5de7c70393,"Backport of r45303: buffer overflow. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PySocketSockObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2006,Modules/unicodedata.c,uninitialized-read,find_syllable,malformed or hostile input data,,1e365b265ab77c58d8c8ee8d3341c8c0ad9650c9,v2.5.1; v2.6.1; v2.7.1; v3.0.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/1e365b265ab77c58d8c8ee8d3341c8c0ad9650c9,"Remove gcc (4.0.x) warning about uninitialized value by explicitly setting the sentinel value in the main function, rather than the helper. This function could possibly do with an early-out if any of  || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: every heap allocation in Modules/unicodedata.c is in the pymalloc domain (5 sites, e.g. Modules/unicodedata.c:143  self = PyObject_GC_New(PreviousDBVersion, ucd_type);) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2006,Modules/unicodedata.c,use-after-free,PyDoc_STRVAR,,,789c09d2cd8da14166846f007d53a56585b0d6c3,v2.5.1; v2.6.1; v2.7.1; v3.2.4,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/789c09d2cd8da14166846f007d53a56585b0d6c3,"Update dangling references to the 3.2 database to mention that this is UCD 4.1 now. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: every heap allocation in Modules/unicodedata.c is in the pymalloc domain (5 sites, e.g. Modules/unicodedata.c:143  self = PyObject_GC_New(PreviousDBVersion, ucd_type);) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2007,Modules/_ctypes/_ctypes.c,crash-unclassified,CharArray_set_value,a zero-length or absent value on a path that assumed one existed,regression test added in the fix: Lib/ctypes/test/test_delattr.py,8e9e4d8f95d07b5542d67da0bad9cdac2e88662a,v2.5.2; v2.6.1; v2.6.7; v2.7.1; v2.7.2; v3.2.4; v3.3.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/8e9e4d8f95d07b5542d67da0bad9cdac2e88662a,"Issue #1642: Fix segfault in ctypes when trying to delete attributes. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: CDataObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || backported as: 153038efa4fa || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2007,Modules/_ctypes/_ctypes.c,integer-overflow,ArrayType_new,an oversized or overflowing length/size argument,,b151f721a95637b3d29a188d7064e1375bd8e7eb,v2.5.1; v2.6.7; v2.7.2; v3.2.4,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/b151f721a95637b3d29a188d7064e1375bd8e7eb,"Prevent creation (followed by a segfault) of array types when the size overflows the valid Py_ssize_t range.  Check return values of PyMem_Malloc. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: every heap allocation in Modules/_ctypes/_ctypes.c is in the pymalloc domain (11 sites, e.g. Modules/_ctypes/_ctypes.c:313  char *result = PyMem_Malloc(1 + strlen(pep_code) + 1);) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2007,Modules/_ctypes/_ctypes.c,integer-overflow,ArrayType_new,an oversized or overflowing length/size argument,,e6a70394518340fc595ff67fcfbf8e4c3ffbfd48,v2.6.1; v2.7.1; v3.2.4; v3.3.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/e6a70394518340fc595ff67fcfbf8e4c3ffbfd48,"Prevent creation (followed by a segfault) of array types when the size overflows the valid Py_ssize_t range.  Check return values of PyMem_Malloc. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: every heap allocation in Modules/_ctypes/_ctypes.c is in the pymalloc domain (11 sites, e.g. Modules/_ctypes/_ctypes.c:313  char *result = PyMem_Malloc(1 + strlen(pep_code) + 1);) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2007,Modules/_localemodule.c,out-of-bounds,PyLocale_strxfrm,,,5d2d2ef1f5b23abf8d67437fb7288644053657eb,v2.5.1; v2.6.7; v2.7.2; v3.2.4,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/5d2d2ef1f5b23abf8d67437fb7288644053657eb,"- Fix an off-by-one bug in locale.strxfrm(). || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2007,Modules/_localemodule.c,out-of-bounds,PyLocale_strxfrm,,,e19e0c21aeeaf2aca6b044dd57070880ee76b9f5,v2.6.1; v2.7.1; v3.2.4; v3.3.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/e19e0c21aeeaf2aca6b044dd57070880ee76b9f5,"- Fix an off-by-one bug in locale.strxfrm(). || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2007,Modules/_sqlite/connection.c,crash-unclassified,_pysqlite_set_result,,,6e69f7faa3b2423753960e9cb5132f81a9459951,v2.7.4; v3.0.1; v3.1.1; v3.2.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/6e69f7faa3b2423753960e9cb5132f81a9459951,"Fix a bit of code that wasn't converted properly, causing a segfault. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: every heap allocation in Modules/_sqlite/connection.c is in the pymalloc domain (2 sites, e.g. Modules/_sqlite/connection.c:650  pysqlite_Blob *obj = PyObject_GC_New(pysqlite_Blob, self->state->BlobType);) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2007,Modules/_sqlite/util.c,crash-unclassified,_sqlite_step_with_busyhandler,a zero-length or absent value on a path that assumed one existed,,14fbf29692ab4beaddca40fa39698e02bbf6aa08,v2.5.2; v2.6.7; v2.7.2; v3.2.4,system-malloc,caught,read-the-source,https://github.com/python/cpython/commit/14fbf29692ab4beaddca40fa39698e02bbf6aa08,"- Backported a workaround for a bug in SQLite 3.2.x/3.3.x versions where a   statement recompilation with no bound parameters lead to a segfault - Backported a fix necessary because of an SQLite API c || WHY THIS ARENA: Obtained through the raw domain, which obmalloc.c:840 wires to libc MALLOC_ALLOC (PyMem_RawMalloc/PyMem_RawFree), or by mmap; allocation and release are visible per object. || allocation site: SQLite-owned memory from sqlite3_malloc, which is libc malloc.  [symbol: sqlite3_stmt]"
cpython,,2007,Modules/binascii.c,crash-unclassified,binascii_b2a_qp,,,0925e419dfc5de666965dcd15ae08d045c7df36f,v2.7.4; v3.0.1; v3.1.1; v3.2.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/0925e419dfc5de666965dcd15ae08d045c7df36f,"Forwardport checkin: Fix a segfault when b"""" was passed to b2a_qp() -- it was using strchr() instead of memchr(). || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython,,2007,Modules/binascii.c,crash-unclassified,binascii_b2a_qp,,,0ac60611febb8b73635ea547068843657ee9c491,v2.5.2; v2.6.7; v2.7.2; v3.2.4,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/0ac60611febb8b73635ea547068843657ee9c491,"Backport checkin: Fix a segfault when b"""" was passed to b2a_qp() -- it was using strchr() instead of memchr(). || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
