id,year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,verdict,evidence,source,notes,introduced_in,shipped_in_release,release_evidence,build_config,repro_sql,repro_test,oracle
fossil:77a30f3f7a4094cf,2021,core (AND optimizer / push-down),use-after-free,sqlite3ExprAnd,plain-SQL,test/select4.test (added by the fix),5b878c61d3621a947376c1169bbd74bef3996c42,,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/5b878c61d3621a947376c1169bbd74bef3996c42,"sqlite3ExprAnd deleted pLeft/pRight immediately when one side is always-false; if the push-down optimization invoked it, AggInfo.aCol[].pCExpr / aFunc[].pFExpr still pointed at those Expr nodes, so the dangling pointer is read later (the fix defers the delete to Parse teardown); Expr comes from sqlite3ExprAlloc -> sqlite3DbMallocRawNN(db,sizeof(Expr)+nExtra) at src/expr.c:941 during a SELECT parse, sizeof(Expr) ~72 B << 1200, so it is a lookaside slot and sqlite3ExprDelete only pushes it onto the freelist - which is exactly why upstream describes it as harmless in release builds and visible only under SQLITE_DEBUG",896366282dae3789fb277c2dad8660784a0895a3 (2020-06-07),yes,"The dangling AggInfo pointer requires the expression-persistence machinery added by 896366282dae (2020-06-07), which introduced agginfoPersistExprCb and, in the same commit, the SQLITE_DEBUG block at the end of sqlite3Select that asserts AggInfo.aCol[].pCExpr is valid - the assert that actually fires. Fix 2021-03-31 (the CSV's 5b878c61d362 is the branch-3.35 backport; trunk twin b3ad4e611854, 20 minutes earlier). 9 release tags contain the introducing commit but not the trunk fix, from version-3.33.0 (2020-08-14) through version-3.35.3 (2021-03-26); fixed in 3.35.4 (2021-04-02). The verdict does not depend on which introducer is chosen: the older candidate, 5fb52caadfe3 (2012-03-31), which made sqlite3ExprAnd delete the always-false operands immediately, yields 164 intervening releases and the same answer.",default to trigger; observable only in a SQLITE_DEBUG build,CREATE TABLE t1(x); INSERT INTO t1 VALUES(99); SELECT sum((SELECT 1 FROM (SELECT 2 WHERE x IS NULL) WHERE 0)) FROM t1;,test/select4.test select4-19.1,"Assertion failure in the AggInfo validation loop at the end of sqlite3Select (assert(pExpr->pAggInfo==pAggInfo)), SQLITE_DEBUG builds only. In a release build the Expr freed by sqlite3ExprAnd is a lookaside slot that is only pushed onto the freelist and never scrubbed, so the dangling read returns intact data and the query answers correctly - upstream states the dangling pointer 'appears to be harmless in release builds'. Correct result is a single NULL row."
sqlite-2931a66ecebd,2021,expr,type-confusion,sqlite3ExprListToValues,plain-SQL,,2931a66ecebd60277efe019b920e0e1e96721aee,3.37.0,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/2931a66ecebd60277efe019b920e0e1e96721aee,"for a row-value LHS (src/parse.y:1531) a list element whose op is TK_SELECT made sqlite3ExprVectorSize return pExpr->x.pSelect->pEList->nExpr; if that matched nElem the code fell through to sqlite3SelectNew(pParse, pExpr->x.pList, ...), passing the Expr.x union's Select* where an ExprList* is expected. Expr from sqlite3ExprAlloc -> sqlite3DbMallocRawNN src/expr.c:941 (72 B) and Select from sqlite3SelectNew -> sqlite3DbMallocRawNN src/select.c:139 (120 B); both are built during a SELECT/DML parse with lookaside enabled, so both sit in 1200-byte slots and the misinterpreted reads stay inside one slot unless the bogus nExpr walks past 1200 B. Fix restricts the vector case to op==TK_VECTOR",74777f994d5735e0fb3020ef24f3d0229cdc7ca2 (2021-07-07),no,"git blame of the changed line at src/expr.c:973 @2931a66ecebd^ gives 74777f994d (2021-07-07T13:53:55Z), which wrote the 'sqlite3ExprVectorSize(pExpr)' call the fix replaces; the enclosing sqlite3ExprListToValues function had arrived the previous day in 9289f5103df0 (2021-07-06). The fix 2931a66ece is 2021-07-07T15:52:44Z, under two hours after the line-level introducer. 0 tags contain the introducing commit but not the fix; version-3.36.0 (2021-06-18) precedes it and version-3.37.0 (2021-11-27) carries the fix. Never shipped.",default,"SELECT (1,2) IN ((SELECT 1,2));",,"MEASURED at 2931a66ecebd^ (ASAN, -O0): heap-buffer-overflow READ of size 4 in heightOfExpr <- heightOfExprList <- heightOfSelect <- exprSetHeight <- sqlite3ExprSetHeightAndFlags <- sqlite3PExprAddSelect, during parsing. This is the documented type confusion: sqlite3ExprListToValues passes the Expr.x union's Select* where an ExprList* is expected, and heightOfSelect then walks it as a list. Two other shapes reproduce identically: 'SELECT (1,2) IN ((SELECT 1,2),(3,4));' and 'SELECT (1,2) IN ((3,4),(SELECT 1,2));'. Control: on a fixed 3.53.4 build the same query returns 1 with no sanitizer report. The fix added no test, so this trigger was derived from the fix's condition and then confirmed by measurement rather than taken from upstream."
sqlite-c6da6dba6917,2021,select,uninitialized-read,fixDistinctOpenEph,plain-SQL,,c6da6dba691736f2eb156b419d63eb42b5a55cfa,3.37.0,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/c6da6dba691736f2eb156b419d63eb42b5a55cfa,"after a parse error the opcode at iOpenEphAddr+1 was never emitted, so sqlite3VdbeGetOp(v,iOpenEphAddr+1)->opcode read an unwritten slot of Vdbe.aOp. aOp is sqlite3DbRealloc'd by growOpArray at src/vdbeaux.c:192 and starts at 1024/sizeof(Op) ops (~1008 B), which fits the 1200-byte slot - that is the case assumed here; after the first doubling (~2016 B) it is system heap. While nOp<nOpAlloc the slot is inside the allocation, so this is an in-bounds uninitialised read. Fix gates on pParse->nErr==0",5383db714e111b9c72179a3bd9c3c93583108161 (2021-03-12),yes,"'git log -G fixDistinctOpenEph' over src/select.c gives 5383db714e (2021-03-12) as the commit that added the function, as part of using an index for DISTINCT aggregate queries with GROUP BY. Fix c6da6dba69 is 2021-07-28. Exactly one release tag contains the introducing commit but not the fix: version-3.36.0 (2021-06-18). Fixed in 3.37.0 (2021-11-27). The window is narrow but non-empty, so the defect did ship.",default,,,"After a parse error the opcode at iOpenEphAddr+1 is never emitted, so sqlite3VdbeGetOp(v,iOpenEphAddr+1)->opcode reads an unwritten slot of the lookaside-backed Vdbe.aOp array. The read is in bounds of the allocation (nOp<nOpAlloc), so no bounds check fires; observable only as an MSAN/valgrind uninitialised-value report on an already-failing statement. Upstream calls it a harmless uninitialized variable read found by a fuzzer. No repro recorded: the fix added no test and no input is cited."
CVE-2020-11655,2020,core (window functions / AggInfo),uninitialized-read,resetAccumulator (src/select.c),plain-SQL,yes -- test/window1.test section 51,c415d91007e1680e4eb17def583b202c3c83c718,3.32.0 (2020-05-22),lookaside,blind,read-the-source,https://www.sqlite.org/cves.html,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (the 0xaa memset at src/malloc.c:479 is under #ifdef SQLITE_DEBUG), so stale bytes can still be a valid pointer. Prior pass: uninitialised read from a RECYCLED lookaside slot may return a still-valid capability: the scrub at malloc.c:429,468 is SQLITE_DEBUG-only, so release builds leave old contents in place",,yes,"Introducing commit NOT established: blame of the lines the fix touches at c415d91007e1^ returns 7e61d18eb4d (2013-12-20) for 'if( nReg==0 ) return;', which is the line the new guard was inserted before, not the origin of the incomplete-AggInfo condition. Shipped status settled independently by direct inspection of release sources: resetAccumulator contains no reference to pParse->nErr in version-3.25.0, 3.31.0 and 3.31.1 (function body 36 lines) and does contain one in version-3.32.0 and 3.33.0 (37 lines), and src/window.c -- the trigger path -- is present from version-3.25.0 on. So the defect was in shipped code from 3.25.0 (2018-09-15) through 3.31.1 (2020-01-27); fix c415d91007e1 2020-04-03 first shipped in version-3.32.0 (2020-05-22).",default,"CREATE TABLE a(b, c); SELECT c FROM a GROUP BY c HAVING(SELECT(sum(b) OVER(ORDER BY b), sum(b) OVER(PARTITION BY min(DISTINCT c), c ORDER BY b)));",test/window1.test 51.1,"Upstream test expects the error 'row value misused'. On that error path the AggInfo is incompletely initialized and resetAccumulator still runs, so in a SQLITE_DEBUG build expect an assertion failure in resetAccumulator's own range check -- assert( nReg==pAggInfo->mxReg-pAggInfo->mnReg+1 ) and the per-column and per-function assert( ...iMem>=mnReg && ...iMem<=mxReg ) (quoted from version-3.31.1 src/select.c). In a release build there is no assert: registers outside the intended range are cleared and the failure is a segfault or a silent wrong answer."
CVE-2020-24736,2020,core (window functions),use-after-free,resolveOrderGroupBy / sqlite3WindowRewrite,plain-SQL,SELECT +sum(0) OVER () ORDER BY +sum(0) OVER ();,f030b376820102ff6cda49565c8b8173b2d44606,3.28.0,lookaside,blind,read-the-source,https://nvd.nist.gov/vuln/detail/CVE-2020-24736,"Window from sqlite3DbMallocZero(pParse->db,sizeof(Window)) in sqlite3WindowAlloc, src/window.c:1222; when an ORDER BY term is aliased to a result-set expression the old code only unlinked Select.pWin entries owned by the TOP-level Expr, so a Window owned by a NESTED Expr (+sum(0) OVER ()) stayed on pWin and was freed with its owner Expr by sqlite3ExprDelete, leaving a dangling pWin entry; SELECT parse so lookaside is enabled and sizeof(Window) ~150 B << 1200; CAVEAT: NVD labels this CWE-120 buffer overflow and the batch record said stack-overflow, but the check-in only removes a stale Window reference, so the class here is read off the fix, not the advisory",f607bec7493d938f9b74f65dd0cfe516fe4d6eaf,yes,"Intro f607bec7493d 2018-07-02 -- which is the fix commit of the sibling row sqlite-f607bec7493d. Blame of the block the fix REPLACES at f030b3768201^ attributes it to f607bec7493d (with a later touch eda079cd2c8, 2018-09-20): that earlier fix removed the Window only when the TOP-level Expr carried EP_WinFunc, leaving a Window owned by a NESTED Expr on Select.pWin. Fix f030b3768201 2019-02-22. 8 tagged releases contain the intro but not the fix, version-3.25.0 (2018-09-15) through version-3.27.2 (2019-02-25). Fix first in version-3.28.0 (2019-04-16). Caveat: before f607bec7493d neither the top-level nor the nested case was handled, so the nested residual is arguably as old as window functions (86fb6e173885, 2018-05-16), which never shipped unfixed.",default (window functions; SQLITE_OMIT_WINDOWFUNC removes the path),SELECT +sum(0) OVER () ORDER BY +sum(0) OVER ();,test/window1.test 17.1,"Upstream test expects {0}. The unary '+' makes the ORDER BY term a nested Expr, so its ~150-byte Window is freed with its owner Expr by sqlite3ExprDelete while still linked on Select.pWin. Expect a segfault; with lookaside on the free is a freelist push so the stale pointer still addresses live slab memory and the usual outcome is a silent wrong answer instead. Note the row's own caveat: NVD labels this CWE-120 buffer overflow, but the check-in only removes a stale Window reference."
CVE-2020-13871,2020,select.c (window functions),use-after-free,parse-tree object freed too early,plain-SQL,,e6463a717a15ec0c7958e1bda45bd08da28188ab,3.32.3 (2020-06-18),lookaside,blind,measured,https://www.sqlite.org/cves.html,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (the 0xaa memset at src/malloc.c:479 is under #ifdef SQLITE_DEBUG), so stale bytes can still be a valid pointer. Prior pass: same arena argument as CVE-2019-5018 | arena read from source, see sqlite-arenas.md MEASURED: two-arm ASAN probe at the buggy commit - silent with lookaside ON, heap-use-after-free with -lookaside 0 0. Same binary, same PoC, one flag apart; the OFF arm is the positive control. See ASAN-ARENA-PROBE-RESULTS.md.",3.25.0,yes,"the recorded fix e6463a717a15 (2020-06-08) is a merge; its content comes from branch commits 896366282d/bf7909734a/2f82acc036 and it is first contained in version-3.33.0 (the 3.32.3 point release was cut separately on branch-3.32). The fault reproduces at its first parent a0365c487c12, which postdates the 3.32.2 release (2020-06-04). No single introducing line can be blamed: AggInfo has been a sqlite3Select stack local since 2005, and what makes it escape is the window-function parse-tree rewrite - every test the fix adds (54.x through 61.1) is a window-function query and NVD's text names the window-function rewrite. Window functions first shipped in version-3.25.0 (2018-09-15), so 3.25.0 through 3.32.2 are the affected releases.",default; needs !SQLITE_OMIT_WINDOWFUNC,CREATE TABLE a(b); SELECT (SELECT b FROM a GROUP BY b HAVING (SELECT COUNT()OVER() + lead(b)OVER(ORDER BY SUM(DISTINCT b) + b))) FROM a UNION SELECT 99 ORDER BY 1;,test/window1.test 55.1,"MEASURED at e6463a717a15^: with lookaside on it returns the wrong error 'DISTINCT aggregates must have exactly one argument' instead of the single row 99; with sqlite3_config(SQLITE_CONFIG_LOOKASIDE,0,0) ASAN reports heap-use-after-free, READ of size 8, in resetAccumulator <- sqlite3Select <- sqlite3CodeSubselect - resetAccumulator is exactly the function NVD names for this CVE. Post-fix returns 99."
CVE-2020-6405,2020,core (constant-propagation optimization),heap-oob-read,propagateConstantExprRewrite,plain-SQL,,39df24a3f02495e5ef6bb5ea8ce029a2c1e377e6,3.31.0,lookaside,blind,read-the-source,https://nvd.nist.gov/vuln/detail/CVE-2020-6405,"the optimization attaches a duplicated constant to an ON/USING TK_COLUMN node: pExpr->pLeft = sqlite3ExprDup(db, ...) in propagateConstantExprRewrite (src/select.c:4239 pre-fix), and every Expr it manipulates comes from sqlite3ExprAlloc -> sqlite3DbMallocRawNN(db,sizeof(Expr)+nExtra) at src/expr.c:941; SELECT parse so lookaside is enabled and sizeof(Expr) ~72 B << 1200; CAVEAT: NVD calls this an OOB read and sqlite.org calls it a NULL deref, and the one-line check-in does not name the downstream fault - the arena holds for either because Expr nodes are the only heap objects this optimization touches",660ee55663fb8aa26a7ebd764ec5c94440bcd62f,yes,"intro 660ee55663fb (2018-07-26) added propagateConstantExprRewrite and the whole constant-propagation optimization; blame on the line the fix edits shows the surrounding function is that commit's. First released in version-3.25.0. Fix 39df24a3f024 (2020-01-16) is first contained in version-3.31.0. 12 tags, version-3.25.0 through version-3.30.1, contain the optimization without the EP_FromJoin guard.",default,,,"not established. The fix touched only src/select.c and added no test, and whereL.test (the constant-propagation test file) at version-3.31.0 has no case for the ON/USING path. NVD calls the downstream fault an OOB read while sqlite.org calls it a NULL dereference, and the one-line check-in names neither, so the observable cannot be pinned from the primary sources."
CVE-2020-15358,2020,select.c (query flattener),heap-oob-read,query-flattener optimization / multiSelectOrderBy in select.c,plain-SQL,,b7cbf5c1b2a9e099eec176e1ebeb659427a20626,3.32.3 (2020-06-18),lookaside,blind,read-the-source,https://www.sqlite.org/cves.html,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (the 0xaa memset at src/malloc.c:479 is under #ifdef SQLITE_DEBUG), so stale bytes can still be a valid pointer. Prior pass: if the buffer is a lookaside slot the capability spans the whole pool (blind); if its own malloc the bounds trap it | arena read from source, see sqlite-arenas.md",03c3905f94be896702293266bee7cef9dcbae68e (2018-05-02),yes,"Best-supported but not certain. The fix removes a band-aid in multiSelect ('Query flattening in sqlite3Select() might refill p->pOrderBy') and replaces it with assert(p->pOrderBy==0); git blame dates that band-aid to 03c3905f94be (2018-05-02), i.e. the point at which the flattener was already known to refill p->pOrderBy on this path. Upstream's fix message names only ticket 8f157e8010b22af0, not an introducing check-in, so this is inference from the removed code rather than an upstream statement. The shipped verdict does not depend on it: 19 release tags contain that commit but not the fix, from version-3.24.0 (2018-06-04) through version-3.32.2 (2020-06-04), and the CVE is independently recorded against SQLite through 3.32.2, a release dated 11 days before the fix (2020-06-15). Instrument caveat: version-3.32.3 (2020-06-18) does carry the fix by content (SF_NoopOrderBy is present in its tree) even though git --contains says otherwise, because the mirror records that branch merge as a content copy rather than a merge parent.",default,CREATE TABLE a(b); CREATE VIEW c(d) AS SELECT b FROM a ORDER BY b; SELECT sum(d) OVER( PARTITION BY(SELECT 0 FROM c JOIN a WHERE b =(SELECT b INTERSECT SELECT d FROM c) AND b = 123)) FROM c;,test/selectA.test 7.4,"Heap out-of-bounds read in multiSelectOrderBy after the query flattener refills a pOrderBy that the caller believed it had cleared. Correct behaviour is an empty result set (the test expects {}). Whether a bounds violation is caught depends on the arena: the affected Select/ExprList objects sit in lookaside slots, so a stock build reads neighbouring slot bytes silently and returns a wrong answer or nothing, while lookaside-disabled ASAN reports the overflow."
CVE-2019-19926,2019,core (window functions),uninitialized-read,multiSelect (error handling from sqlite3WindowRewrite),plain-SQL,,8428b3b437569338a9d1e10c4cd8154acbe33089,3.31.0 (2020-01-22),lookaside,blind,measured,https://www.sqlite.org/cves.html,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (the 0xaa memset at src/malloc.c:479 is under #ifdef SQLITE_DEBUG), so stale bytes can still be a valid pointer. Prior pass: uninitialised read from a RECYCLED lookaside slot may return a still-valid capability: the scrub at malloc.c:429,468 is SQLITE_DEBUG-only, so release builds leave old contents in place MEASURED: the window-function PoC ""VALUES(1) INTERSECT SELECT * WINDOW f AS () ORDER BY x COLLATE nocase;"" run under ASAN at buggy commit 0232dade7977 is silent with lookaside ON and reports heap-use-after-free with -lookaside 0 0. The PoC does not by itself distinguish which of the two 2019 window-function CVEs it lands on, so the measurement is attached to both and neither is claimed uniquely. See ASAN-ARENA-PROBE-RESULTS.md.",,yes,"Introducing commit NOT established: the fix only inserts 'if( pParse->nErr ) goto multi_select_end;' into multiSelect, and blame of the surrounding lines at 8428b3b43756^ returns c631ded5e88 (2018-05-02), an unrelated ExplainQueryPlan edit. The commit is a continuation of same-day sibling 8654186b0236 (2019-12-19), which set pParse->nErr in sqlite3WindowRewrite. Shipped status settled by direct inspection of release sources: the guard string is absent from src/select.c in version-3.25.0, 3.30.0 and 3.30.1 and present in version-3.31.0, while sqlite3WindowRewrite appears in version-3.30.1's src/window.c (2 hits), so the vulnerable path was present and unguarded in shipped code from 3.25.0 (2018-09-15) through 3.30.1 (2019-10-10). Fix first in version-3.31.0 (2020-01-22).",default (window functions; SQLITE_OMIT_WINDOWFUNC removes the path),VALUES(1) INTERSECT SELECT * WINDOW f AS () ORDER BY x COLLATE nocase;,,"Per this row's own measured evidence, run under ASAN at buggy commit 0232dade7977 this PoC is SILENT with lookaside on and reports heap-use-after-free with -lookaside 0 0. CAVEAT recorded with that measurement: the PoC does not by itself distinguish which of the two 2019 window-function CVEs it lands on, so it is attached to both and claimed uniquely for neither. The fix commit added no regression test."
CVE-2019-8457,2019,requires-extension:rtree,heap-oob-read,rtreenode() on invalid rtree tables,corrupt-db-file,,e41fd72acc7a06ce5a6a7d28154db1ffe8ba37a8,3.28.0,lookaside,blind,read-the-source,https://www.sqlite.org/cves.html,"allocated by the extension itself via sqlite3_malloc*/sqlite3_realloc*. Verified globally: grep for sqlite3DbMalloc/DbFree/DbRealloc over ext/*.c returns NO files, while the same pattern over src/*.c returns 170 hits (positive control), so no shipped extension uses the connection allocator. Ordinary CORRECTED after adversarial audit (instrumented, positive+negative controlled): node.zData = (u8*)sqlite3_value_blob(apArg[1]) at ext/rtree/rtree.c:3781 - rtree allocates NOTHING here. The object is a core-supplied sqlite3_value payload; measured, a small blob argument (literal, bound, column value or expression result) is a 128 B lookaside slot. This is the exception the arena test documents and that the inherited per-directory heuristic could not see.",ebaecc148f39320fe70eda47b51e2133709ea2bd,yes,"rtreenode() arrived without any bounds check in the extension import ebaecc148f39 (2008-05-26, 'Import rtree extension'); blame at the fix's parent attributes node.zData = sqlite3_value_blob(apArg[1]) and the NCELL loop to it. First released in version-3.6.0. Fix e41fd72acc7a (2019-03-20) is first contained in version-3.28.0. 135 tags, version-3.6.0 through version-3.27.2, carry the bug without the fix, which matches the advisory's stated range of 3.6.0 to and including 3.27.2.",SQLITE_ENABLE_RTREE,"SELECT rtreenode(2, x'00000001');",,"MEASURED at e41fd72acc7a^ built -DSQLITE_ENABLE_RTREE: with lookaside on it silently returns a fabricated cell decoded from 24 bytes of neighbouring slab when only 4 were supplied - {35465849196249088 -512.062 0 0 2.35099e-38}, with the rowid stable within one process but differing between invocations (also seen: 35747324172959744), which is what identifies it as recycled slab content rather than data; with lookaside off ASAN reports READ of size 8 in readInt64 <- nodeGetRowid <- nodeGetCell <- rtreenode. rtreenode() is registered unconditionally by sqlite3RtreeInit, so it is reachable in any SQLITE_ENABLE_RTREE build, not only test builds. repro_sql was derived from the three bounds checks the fix adds (nDim range, nData<4, nData<NCELL*nBytesPerCell) and then verified by running it; no public PoC exists."
CVE-2019-19880,2019,window functions,type-confusion,exprListAppendList (src/window.c),plain-SQL,,75e95e1fcd52d3ec8282edb75ac8cd0814095d54,3.31.0,lookaside,blind,measured,https://nvd.nist.gov/vuln/detail/CVE-2019-19880,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (the 0xaa memset at src/malloc.c:479 is under #ifdef SQLITE_DEBUG), so stale bytes can still be a valid pointer. Prior pass: window.c allocates via the connection allocator MEASURED: the window-function PoC ""VALUES(1) INTERSECT SELECT * WINDOW f AS () ORDER BY x COLLATE nocase;"" run under ASAN at buggy commit 0232dade7977 is silent with lookaside ON and reports heap-use-after-free with -lookaside 0 0. The PoC does not by itself distinguish which of the two 2019 window-function CVEs it lands on, so the measurement is attached to both and neither is claimed uniquely. See ASAN-ARENA-PROBE-RESULTS.md.",08f6de7f314ad6b15d34cc5f27c3e737fcd99268 (2019-05-10),yes,"The fix message names its introducer as check-in [7e4809eadfe99ebf]; resolving that Fossil name via the mirror's FossilOrigin-Name trailers gives 08f6de7f314a (2019-05-10), 'Treat integer values in window definition ORDER BY clauses as constants', which added the bIntToNull path in exprListAppendList. Fix 75e95e1fcd is 2019-12-18. Exactly 3 release tags contain the introducing commit but not the fix: version-3.29.0 (2019-07-10), version-3.30.0 (2019-10-04) and version-3.30.1 (2019-10-10). That matches the CVE text, which names 3.30.1. Fixed in 3.31.0 (2020-01-22).",default,,,"exprListAppendList rewrites a constant integer in a window ORDER BY to TK_NULL and clears EP_IntValue without clearing the Expr.u union, so u.zToken still holds the small integer; a later sqlite3ExprDup then calls sqlite3DbStrDup on that value as a char*, dereferencing a near-null pointer. NOT REPRODUCED here, and the field is left empty rather than guessed: the fix added no test, and the PoC recorded in this row's own notes ('VALUES(1) INTERSECT SELECT * WINDOW f AS () ORDER BY x COLLATE nocase;') returns the plain SQL error 'no tables specified' at 75e95e1fcd52^ under ASAN with lookaside both enabled and disabled, as did ten further window-ORDER-BY-constant variants derived from the fix. The instrument is known to fire: the identical driver, flags and toolchain caught the row sqlite-2931a66ecebd overflow."
sqlite-checkin-0a2eb949f8,2019,core (function-call codegen),use-after-free,sqlite3VdbeAddFunctionCall,fuzzer-input via OSS-Fuzz,,f2b9d7c60502581bfd2908fbdb0dd00017d26cb0,3.31.0,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/f2b9d7c60502581bfd2908fbdb0dd00017d26cb0,"pCtx->iOp = addr was executed AFTER sqlite3VdbeAddOp4(...,P4_FUNCCTX), and an OOM inside AddOp4 frees pCtx through freeP4 -> freeP4FuncCtx -> sqlite3DbFree, so the store lands in freed memory (the fix moves the assignment before the AddOp4); pCtx = sqlite3DbMallocRawNN(pParse->db, sizeof(sqlite3_context)+(nArg-1)*sizeof(sqlite3_value*)) at src/vdbeaux.c:360 in the fix commit (src/vdbeaux.c:451 in 3.53.4), ~56-80 B for a normal argument count, allocated during a SELECT/DML parse before the OOM, so it is a lookaside slot and the free is only a freelist push",920cf596e67ecccecb497cfa60cc65945048f866 (2019-10-30),no,"The fix message names its introducer as check-in [84e02d773d60cffe] added 'two days ago'; resolving that Fossil name via FossilOrigin-Name gives 920cf596e67e (2019-10-30), which reworked function-call bytecode generation to emit OP_Function directly. Fix f2b9d7c605 is 2019-11-01. Zero releases in the window by both tests: 0 tags contain the introducing commit but not the fix, and by date version-3.30.1 (2019-10-10) precedes the introduction while version-3.31.0 (2020-01-22) already carries the fix.","default, but only reachable after an OOM inside sqlite3VdbeAddOp4",,,"pCtx->iOp = addr was stored after sqlite3VdbeAddOp4, and an OOM inside AddOp4 frees pCtx via freeP4 -> freeP4FuncCtx, so the store lands in freed memory. The sqlite3_context is a small lookaside slot, so the free is only a freelist push and the write silently corrupts whatever tenant next takes the slot; an ASAN heap-use-after-free write appears only with lookaside disabled. Requires OOM injection. No repro recorded: the fix added no test."
CVE-2018-20505,2018,core query planner / btree - table with malformed PRIMARY KEY,heap-overflow-write,queries on a table with a malformed PRIMARY KEY,corrupt-db-file,No standalone PoC located in a fetched advisory. Tencent Blade's Magellan advisory (https://blade.tencent.com/magellan/index_en.html) is the origin but could not be fetched from this environment.,,3.25.3,lookaside,blind,read-the-source,https://www.sqlite.org/cves.html,"allocated by the extension itself via sqlite3_malloc*/sqlite3_realloc*. Verified globally: grep for sqlite3DbMalloc/DbFree/DbRealloc over ext/*.c returns NO files, while the same pattern over src/*.c returns 170 hits (positive control), so no shipped extension uses the connection allocator. Ordinary CORRECTED after adversarial audit (instrumented, positive+negative controlled): the cited fix resolves to 413a0dc8c610, which changes removeUnindexableInClauseTerms in src/wherecode.c - a core query-planner routine operating on an ExprList item built during a normal SELECT parse, not a btree or extension object. The prior row carried the extension boilerplate note on a core row.",2410243e9d27b5f1f5862368eb52ded8898250d8,yes,"Intro 2410243e9d27 2017-11-17, the commit that added removeUnindexableInClauseTerms including the 'assert( pOrigRhs->a[iField].pExpr!=0 )' the fix replaces (blame at 413a0dc8c610^ attributes lines 425-431 to it). The row's fix_commit column is empty; per its own notes the fix resolves to 413a0dc8c610 (2018-11-05), which is the branch-3.25 BACKPORT -- the trunk fix is c6e519f335af (2018-11-03). Backport-aware count: 8 releases shipped the defect, version-3.22.0 (2018-01-22) through version-3.25.2 (2018-09-25). Verified against release sources by grepping src/wherecode.c for 'Duplicate PK column': 3.25.0 = 0, 3.25.2 = 0, 3.25.3 = 1, 3.26.0 = 1; control 'removeUnindexableInClauseTerms' = 2 hits in every tag, so the function was present throughout.",default,"DROP TABLE IF EXISTS t1; CREATE TABLE t1(a,b,PRIMARY KEY(b,b)); INSERT INTO t1 VALUES(1,2),(3,4),(5,6); SELECT * FROM t1 WHERE (a,b) IN (VALUES(1,2));",test/rowvalue.test 21.0,"Upstream test expects {1 2}. A PRIMARY KEY with a duplicate column makes the same iField appear twice, so the second visit sees pOrigRhs->a[iField].pExpr already NULLed. In a SQLITE_DEBUG build expect the assertion failure the fix replaces; in a release build the assert is compiled out and a NULL is appended to the RHS expression list, giving a wrong answer or a later NULL dereference."
