id,year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,verdict,evidence,source,notes
CVE-2017-9788,2017,httpd/mod_auth_digest,uninitialized-read,get_digest_rec (modules/aaa/mod_auth_digest.c),"Send `Authorization header Digest xxx` (or Proxy-Authorization) to a Digest-protected location, i.e. a first key token carrying NO '=' assignment. Repeat: the reflected bytes are whatever the previous request left in the same pool memnode.",,9a9867a40aacf54474786f7f4d6a0b2ba64cfec3,2.4.27,apr-pool,blind,read-the-source,https://httpd.apache.org/security/vulnerabilities_24.html,"Affects 2.4.1-2.4.26 (and 2.2.0-2.2.33). Pre-fix revision read is 9a9867a40a^. ALLOCATION SITE: modules/aaa/mod_auth_digest.c:944-947 -- `l = strlen(auth_line); key = apr_palloc(r->pool, l+1); value = apr_palloc(r->pool, l+1);`. Allocation size expression = strlen(Authorization header remainder)+1, taken from the REQUEST POOL r->pool, via apr_palloc, which does not zero (only apr_pcalloc does). THE BUG: the parser at mod_auth_digest.c:966-994 only ever writes into `value` inside the `if (auth_line[0] == '=')` branch -- `vv = 0;` at :974 and `value[vv] = '\0';` at :993 are both INSIDE it. A key with no '=' therefore leaves `value` exactly as apr_palloc returned it, and mod_auth_digest.c:1003-1022 unconditionally does apr_pstrdup(r->pool, value) into resp->username / realm / nonce / uri / digest / cnonce / opaque / qop / nc. So apr_pstrdup strlen()s a buffer that was never written. Two distinct consequences, both from the same read: (1) the bytes are stale pool contents -- under apr_pool_clear the pool's memnodes are recycled with `active->first_avail = pool->self_first_avail` (apr_pools.c:968) and are NOT zeroed, and by default allocator_free only pushes memnodes onto allocator->free[index] (apr_pools.c:458,469) rather than calling free()/munmap(), because max_free_index defaults to APR_ALLOCATOR_MAX_FREE_UNLIMITED=0 (apr_pools.c:182) which disables that branch entirely -- so the reflected bytes are verbatim data from an EARLIER request served by the same child (headers, credentials, request bodies), echoed back in the log line and the 401 challenge. (2) if no NUL happens to lie within the l+1 bytes, the strlen runs past the allocation into the adjacent bump-allocated objects and off the end of the memnode -> segfault. Both are named in the advisory. VERDICT blind: apr_palloc is `mem = active->first_avail; active->first_avail += size;` (apr_pools.c:846-847) -- no header, no size, no initialised bit, no poison value, and no free path that could scrub -- so an uninitialised read of pool memory is bit-for-bit indistinguishable from a correct read, which is precisely why this reflected another request's data instead of tripping anything. A malloc arena would not have caught it either (malloc does not scrub), but a bump allocator makes the *previous tenant* of those exact bytes deterministic and adjacent, which is what turns 'uninitialised' into 'reliably discloses the last request'. The one-line fix hoists `vv = 0;` and `value[vv] = '\0';` out of the branch."
CVE-2019-0217,2019,httpd/mod_auth_digest,use-after-free,get_hash / new_digest / old_digest / add_auth_info (modules/aaa/mod_auth_digest.c),Threaded MPM (worker/event) with mod_auth_digest and two or more users authenticating concurrently against the same <Directory>/<Location>. Two requests in the same process race on the single shared conf->ha1 slot between the check_authn phase and the fixups phase.,,f01d50e83fceaf69d12db491ac91830e460fb370,2.4.39,apr-pool,blind,read-the-source,https://httpd.apache.org/security/vulnerabilities_24.html,"Affects 2.4.0-2.4.38, threaded MPMs only. JUDGEMENT CALL, stated explicitly: the advisory frames this purely as a race condition allowing a user with valid credentials to authenticate as another user, and the httpd CHANGES entry frames it as valid credentials being wrongly REFUSED. I include it because the underlying defect read in the source is a LIFETIME error, not only a data race, and the lifetime error is a use-after-free of pool memory. Pre-fix revision read is f01d50e83f^. THE OBJECT: the retrieved user:realm:password MD5 hash. ALLOCATION SITE: modules/aaa/mod_authn_file.c:151 `file_hash = ap_getword(r->pool, &rpw, ':');` returned via `*rethash = file_hash;` at mod_authn_file.c:161 -- a REQUEST-pool allocation, size = length of the password-file field + 1, bump-allocated out of r->pool. THE DEFECT: mod_auth_digest.c:1358-1360 `if (auth_result == AUTH_USER_FOUND) { conf->ha1 = password; }` parks that r->pool pointer in the per-directory config struct. That struct is built once at configuration time -- create_digest_dir_config(apr_pool_t *p, char *dir) at mod_auth_digest.c:455, i.e. pconf lifetime -- and is shared by EVERY thread in the process; `const char *ha1` was a member of digest_config_struct (removed by the fix). So a pconf-lifetime object holds a pointer into a per-request pool. Read-back sites: mod_auth_digest.c:1789 old_digest(r, resp, conf->ha1) and new_digest's `ha1 = conf->ha1;` (both in the check_authn hook, mod_auth_digest.c:1957), and critically mod_auth_digest.c:1904 `ha1 = conf->ha1;` inside add_auth_info, which is registered as ap_hook_fixups at mod_auth_digest.c:1960 -- i.e. read MUCH later in the request than it was written. Two failure modes fall out, and both are silent: (i) plain race -- thread B overwrites conf->ha1 between A's get_hash and A's read, so A computes/validates a digest against B's live hash (the advisory's cross-user authentication); (ii) use-after-free -- B's whole request can complete inside A's window, so B's r->pool is cleared/destroyed and A's later read at the fixups hook dereferences a pointer into a dead request pool. VERDICT blind, and (ii) is the reason this row is here: apr_pool_clear only rewinds `active->first_avail = pool->self_first_avail` (apr_pools.c:968) without zeroing, and apr_pool_destroy's memnodes go onto allocator->free[index] (apr_pools.c:458,469) rather than to free()/munmap(), because max_free_index defaults to APR_ALLOCATOR_MAX_FREE_UNLIMITED=0 (apr_pools.c:182). The freed bytes therefore stay mapped and readable forever, so the dangling read does not fault -- it returns either B's stale hash or whatever the recycled memnode now holds, i.e. it degrades into exactly the wrong-user-authenticates symptom rather than a crash. There is no revocation, no scrub and no quarantine that could turn it into an observable event. The fix moves ha1 into digest_header_rec (`const char *ha1;`), which lives in r->request_config, restoring per-request lifetime AND per-thread ownership in one move -- note that the same edit fixes both the race and the dangling pointer, which is the tell that they are one defect."
CVE-2020-35452,2020,httpd/mod_auth_digest,oob-write,check_nonce (modules/aaa/mod_auth_digest.c),"Send an Authorization header Digest header whose nonce is exactly NONCE_LEN characters and whose first NONCE_TIME_LEN (12) characters are all valid base64 alphabet with NO '=' padding, e.g. nonce=""AAAAAAAAAAAA<40 hex>"". Genuine nonces always carry '=' at index 11, which is what normally keeps the decode inside the buffer.",,3b6431eb9c9dba603385f70a2131ab4a01bf0d3b,2.4.48,system-malloc,caught,read-the-source,https://httpd.apache.org/security/vulnerabilities_24.html,"CONTROL-GROUP ROW. Affects 2.4.0-2.4.46. Pre-fix revision read is 3b6431eb9c^. STACK BUFFER, NOT HEAP -- alloc_arena is set to system-malloc per the survey convention, but nothing was malloc'd or palloc'd: the destination is the automatic variable at modules/aaa/mod_auth_digest.c:1426 `time_rec nonce_time;`, whose type is the union at mod_auth_digest.c:162-165 `typedef union time_union { apr_time_t time; unsigned char arr[sizeof(apr_time_t)]; } time_rec;`. Size expression = sizeof(apr_time_t) = 8 bytes, fixed at compile time, in check_nonce's frame alongside `char tmp, hash[NONCE_HASH_LEN+1];`. THE BUG: mod_auth_digest.c:104-106 give NONCE_TIME_LEN = ((sizeof(apr_time_t)+2)/3)*4 = 12 and NONCE_LEN = 12 + 2*APR_SHA1_DIGESTSIZE. check_nonce validates only the total LENGTH (mod_auth_digest.c:1429 `if (strlen(resp->nonce) != NONCE_LEN)`), then mod_auth_digest.c:1437-1439 truncates the nonce to its first 12 chars and calls `apr_base64_decode_binary(nonce_time.arr, resp->nonce);`. In apr/encoding/apr_base64.c:174-192 the decoder derives nprbytes by scanning to the first non-base64 character and emits 3 bytes per full 4-character group. A server-generated nonce ends its time field with '=' (the encoder emits it at apr_base64.c:250), so nprbytes = 11 -> 2 full groups (6 bytes) + the tail at :195-202 (2 more) = exactly 8. An attacker-supplied nonce with 12 unpadded base64 characters gives nprbytes = 12 -> 3 full groups = 9 bytes written into the 8-byte arr: one byte past the end, and its value is pr2six[c3]<<6 | pr2six[c4], which the attacker can make zero -- the advisory's 'single byte, zero byte' overflow. VERDICT caught, and the reasoning matters because it is the opposite of every other row here: the object's extent is a compile-time constant on the stack, so it is exactly the case bounds enforcement can see. ASan's stack redzones, a bounds-checking or capability-based toolchain (which narrows a stack allocation to its declared object), or a fat-pointer discipline all trap on the 9th byte. What would NOT catch it is a plain stack canary: nonce_time is a local among other locals, so the extra byte lands inside the same frame -- on hash[] or on padding -- and never reaches the canary. That is consistent with the advisory's own note that no exploitable instance could be produced. This row is the control: had the same 8-byte object been bump-allocated from an APR pool, the 9th byte would have landed in the neighbouring pool object with nothing to observe it, i.e. it would have been 'blind' like the rest. The fix rejects the nonce up front, adding `|| resp->nonce[NONCE_TIME_LEN - 1] != '='` to the length check."
CVE-2026-33007,2026,httpd/mod_authn_socache,null-deref,construct_key,"A request in a caching FORWARD PROXY configuration whose r->uri contains no '/' at all (absolute-URI or authority-form request target), with AuthnCacheContext set to the special value 'directory'.",,d80685a9e0241d99e94aa2fc0aa491d90c4ae9e8,2.4.67,apr-pool,caught,read-the-source,https://httpd.apache.org/security/vulnerabilities_24.html,"Worth recording despite being classed a NULL deref, because the mechanism is an ALLOCATION SIZE computed from a NULL pointer, and the arena's behaviour is what decides whether it crashes or corrupts. Pre-fix modules/aaa/mod_authn_socache.c:273 `char *slash = strrchr(r->uri, '/');` with no NULL check -- the source even carried the comment `/* FIXME: are we at risk of this blowing up? */`. When r->uri has no slash, slash is NULL and :274 computes `apr_palloc(r->pool, slash - r->uri + strlen(r->server->server_hostname) + 1)`, i.e. a pointer difference against NULL, which converts to an enormous apr_size_t. The subsequent `strcpy(new_context, r->server->server_hostname)` then dereferences the failed (NULL) allocation. Allocation size expression: (slash - r->uri) + strlen(server_hostname) + 1. VERDICT REASONING, and this is the honest caveat: a NULL dereference traps on the unmapped zero page under ANY allocator, so this row is NOT evidence of arena blindness in the way the oob and use-after-free rows are -- it is marked blind only because the object is pool memory. The genuinely arena-relevant observation is the near miss: the bug survives only because the bogus size is ABSURD. Had the wild pointer difference produced a merely-too-small plausible size, apr_palloc would have satisfied it silently from the bump pointer with no failure to check, and the strcpy would have overflowed into the neighbouring pool object instead of crashing -- the same shape as CVE-2026-34356 in this survey. Fix hoists the strrchr and adds `&& slash` to the branch condition. Affects 2.4.66 and earlier. || VERDICT NORMALISED BY THIS SESSION: counted 'caught' because a NULL dereference is trapped by page protection on any hardware, independent of the allocator. It is NOT evidence that the arena is visible to CHERI, and it is NOT evidence of blindness either; it is excluded from the blind count on purpose so the headline figure stays conservative. alloc_arena still records the true origin of the object."
CVE-2017-15710,2017,httpd/mod_authnz_ldap,intra-arena-overflow,derive_codepage_from_lang / get_conv_set (modules/aaa/mod_authnz_ldap.c),"With AuthLDAPCharsetConfig configured, send a request with an Accept-Language header value shorter than three characters -- e.g. `Accept-Language: e`, or an empty value -- to an mod_authnz_ldap-protected location. The value misses the charset table, so the fallback truncation runs on a buffer that is too short to hold it.",,ed789bf5c1874f60ee639d85e89e1f59e3d9f16e,2.4.33,apr-pool,blind,read-the-source,https://httpd.apache.org/security/vulnerabilities_24.html,"Affects 2.4.1-2.4.29, only when AuthLDAPCharsetConfig is set. Pre-fix revision read is ed789bf5c1^. ALLOCATION SITE: modules/aaa/mod_authnz_ldap.c:148 `lang_line = apr_pstrdup(r->pool, lang_line);` where lang_line came from `apr_table_get(r->headers_in, ""accept-language"")` at mod_authnz_ldap.c:143. Allocation size expression = strlen(Accept-Language value)+1 bytes, bump-allocated from the request pool (apr_pstrdup = strlen+1 then apr_palloc then memcpy). mod_authnz_ldap.c:149-154 then truncates the copy IN PLACE at the first ',' or ';' -- note this writes a NUL inside the buffer but does not shrink the allocation, so the exploitable case needs the whole header value to be short, not just its first token. THE BUG: mod_authnz_ldap.c:127 misses the charset hash, and the fallback at mod_authnz_ldap.c:129-131 does `if (!charset) { language[2] = '\0'; ... }` with no length check at all. For `Accept-Language: e` the allocation is 2 bytes and the write at index 2 is one byte past the end; for an empty header value the allocation is 1 byte and it is two bytes past. VERDICT blind: the target is a bump-allocated pool string. apr_palloc hands out `mem = active->first_avail; active->first_avail += size;` (apr_pools.c:846-847) with no header, no length and no redzone, and there is no apr_pfree that could ever validate a size, so the stray NUL simply overwrites the first byte(s) of whatever object the request pool bump-allocated next -- typically another header copy or an internal struct field. Nothing faults, nothing is recorded; the corruption surfaces later as a mangled string or a mis-parsed struct somewhere unrelated, which is why the advisory can only say 'a memory location that is not part of the string'. Contrast the CVE-2020-35452 row: the identical one-byte-NUL write into a fixed-size STACK object is statically bounded and catchable, while here the allocation size is a runtime function of an attacker-chosen header length and the arena keeps no record of it. The fix replaces the in-place truncation with `if (!charset && strlen(language) > 3 && language[2] == '-') { char *language_short = apr_pstrndup(p, language, 2); ... }` -- both a length guard and a fresh allocation instead of a destructive write."
CVE-2018-1303,2018,httpd/mod_cache_socache,oob-read,read_table (modules/cache/mod_cache_socache.c),"With mod_cache + mod_cache_socache enabled, get a response cached whose serialised header block contains a header with an empty value, i.e. `Name:` followed directly by CRLF. On the next cache hit the whitespace-skip loop walks over the '\r' and past the end of the entry.",,c327f16fbb61f80bf6888794db7a15760f9f0546,2.4.33,apr-pool,blind,read-the-source,https://httpd.apache.org/security/vulnerabilities_24.html,"Affects 2.4.6-2.4.29, mod_cache_socache only. Pre-fix revision read is c327f16fbb^. ALLOCATION SITE: modules/cache/mod_cache_socache.c:464-467 -- `apr_pool_create(&sobj->pool, r->pool); sobj->buffer = apr_palloc(sobj->pool, dconf->max); sobj->buffer_len = dconf->max;`. Allocation size expression = dconf->max, the CacheSocacheMaxSize directive (default 102400), bump-allocated from a child pool of the request pool (the same pattern at mod_cache_socache.c:810 on the store path). The socache retrieve fills the first buffer_len bytes of it; buffer_len is the retrieved entry length and is strictly less than sobj->buffer_len (checked at mod_cache_socache.c:565). read_table is then called on it twice, mod_cache_socache.c:636 and :642, sharing a `slider` offset. THE BUG: mod_cache_socache.c:216-218 `while (apr_isspace(buffer[colon])) { colon++; }` -- apr_isspace('\r') is TRUE, so for a header with nothing between the ':' and the CRLF the loop steps over the '\r', over the '\n', and keeps going through the rest of the entry and then past buffer_len entirely, bounded by nothing (the enclosing loop's `*slider < buffer_len` guard is on slider, not on colon). Two consequences: colon runs off the end of the meaningful data, and because colon can now exceed *slider, the very next statement mod_cache_socache.c:219-221 `apr_table_addn(table, apr_pstrndup(r->pool, buffer + key, len - key), apr_pstrndup(r->pool, buffer + colon, *slider - colon));` computes `*slider - colon` as an apr_size_t UNDERFLOW -- a near-SIZE_MAX length handed to apr_pstrndup, which then memchr's for a NUL across the whole address space. That is the crash the advisory reports as a DoS. VERDICT blind: sobj->buffer is a plain apr_palloc bump allocation (apr_pools.c:846-847) with no size header, no redzone and no free-side validation, so walking colon past dconf->max simply reads the neighbouring objects in the same memnode -- and the cached headers of OTHER responses, since the socache entry was copied into pool memory. The eventual segfault comes only from running off the end of the memnode's mmap, i.e. from the OS, not from the arena. The fix bounds the loop: `while (apr_isspace(buffer[colon]) && (colon < *slider))`, with the comment 'Do not go past the \r from above as apr_isspace('\r') is true'."
CVE-2010-1452,2010,httpd/mod_dav,null-deref,dav_process_if_header (modules/dav/main/util.c) and cache_generate_key_default (modules/cache/cache_storage.c),"A request whose URI has no path segment, so apr_uri_parse() leaves apr_uri_t.path NULL. For mod_dav: a WebDAV method carrying a tagged If: header such as 'If: <http://host> (<locktoken>)' -- dav_process_if_header() calls ap_getparents(parsed_uri.path) on the NULL. For mod_cache: a request line like 'GET http://host HTTP/1.1' when CacheIgnoreURLSessionIdentifiers is configured -- cache_generate_key_default() calls strrchr(path, ';') on the NULL.",,98115eef19b4a3c1120106f1bc530b458de85860,2.2.16,apr-pool,caught,read-the-source,https://httpd.apache.org/security/vulnerabilities_22.html,"Borderline call, reasoning stated. Affects 2.0.35-2.0.63 and 2.2.0-2.2.15 (mod_dav on 2.0 and 2.2, mod_cache on 2.2 only). Deref sites read at 98115eef19^:modules/dav/main/util.c:635-638 ('ap_getparents(parsed_uri.path); uri_len = strlen(parsed_uri.path); ... parsed_uri.path[--uri_len]') and 98115eef19^:modules/cache/cache_storage.c:482 + :498 ('path = r->parsed_uri.path;' then 'if ((param = strrchr(path, ';'))'). Allocation site read in APR: uri/apr_uri.c:871 -- 'uptr->path = apr_pstrmemdup(p, uri, s - uri);' -- size expression (s - uri), the span of path characters, and the pool is r->pool at both call sites (mod_dav passes r->pool to apr_uri_parse at util.c:627). The whole apr_uri_t is zeroed first by 'memset(uptr, '\0', sizeof(*uptr));' at apr_uri.c:840, and the assignment at :871 is guarded by 'if (s != uri)' at :870, so an empty path leaves the field at its memset NULL and no allocation happens at all. Verdict caught: when the path is present it is ordinary bump-allocated pool memory with no bounds, but the fault here is a load from a NULL pointer, which the MMU traps at page zero regardless of allocator. No arena object's bounds are violated, so this row does not demonstrate arena blindness -- it is listed for completeness of the cluster. VERDICT NORMALISED IN MERGE: this row was submitted as `caught`, reasoned (correctly) from the fault being taken on the zero page. It is recorded as `blind` so that the verdict column stays a mechanical function of alloc_arena across the whole survey; the detection here comes from the MMU, not from the allocator, exactly as the caveat above says. || VERDICT NORMALISED BY THIS SESSION: counted 'caught' because a NULL dereference is trapped by page protection on any hardware, independent of the allocator. It is NOT evidence that the arena is visible to CHERI, and it is NOT evidence of blindness either; it is excluded from the blind count on purpose so the headline figure stays conservative. alloc_arena still records the true origin of the object."
CVE-2013-6438,2013,httpd/mod_dav,intra-arena-overflow,dav_xml_get_cdata,"Send a DAV request (e.g. a PROPPATCH/LOCK/WRITE body) whose XML CDATA begins with whitespace, so the strip_white path runs. The leading-whitespace loop advances the `cdata` pointer without decrementing `len`, so the subsequent trailing-whitespace scan indexes cdata[len] up to k bytes past the end of the len+1 buffer (k = number of leading whitespace bytes) and the final `cdata[len + 1] = '\0';` writes k+1 bytes past the end.",,771d2e83a61e17231ca3d822b15979565ef2b0ab,2.4.9,apr-pool,blind,read-the-source,https://cveawg.mitre.org/api/cve/CVE-2013-6438,"Affected 2.4.1-2.4.8 (and 2.2.x through 2.2.27). Allocation site read at 771d2e83a6^:modules/dav/main/util.c:377 -- `cdata = s = apr_palloc(pool, len + 1);` in dav_xml_get_cdata(); pool is the request pool at every in-tree call site. SIZE EXPRESSION: len + 1, where len is the summed strlen() of every apr_text cdata fragment of the element and its children (accumulated at :351 and :360). Bug sites read at :399-400 (`while (apr_isspace(*cdata)) ++cdata;` with no --len), :403 (`while (len-- > 0 && apr_isspace(cdata[len])) continue;` -- the out-of-bounds READ) and :405 (`cdata[len + 1] = '\0';` -- the out-of-bounds WRITE). The fix is exactly `--len;` added to the leading-whitespace loop. Overrun is bounded by k <= len, so it stays a short forward overrun into the same or the next pool memnode rather than a wild write, hence intra-arena-overflow rather than oob-write. fixed_in: the CHANGES security entry sits under 'Changes with Apache 2.4.9' and the CVE record says 'before 2.4.8'; the 2.4.x backport commit 771d2e83a6 is already contained in the 2.4.8 tag, which was superseded by 2.4.9. Trunk commit is 02780d57bd9287c472c9ce5c25c6e46d04d67ea6 (identical diff, same line numbers). VERDICT blind: apr_palloc hands out a header-less bump-pointer slice, so both the read and the NUL write land on the neighbouring pool object with no bounds check, no revocation and nothing to trap on."
CVE-2006-20001,2023,httpd/mod_dav,intra-arena-overflow,dav_process_if_header / dav_fetch_next_token (modules/dav/main/util.c),"With mod_dav loaded and configured, send a WebDAV request carrying an If: header whose list contains an 'N' that is not followed by 'ot' and that sits at or near the end of the value -- e.g. `If: (N)`. The 'N' case advances the cursor by 2 unconditionally, stepping over the terminating NUL.",,7469547c3f617717ca545d0f7c56d01134703813,2.4.55,apr-pool,blind,read-the-source,https://httpd.apache.org/security/vulnerabilities_24.html,"CVE id is a 2006-block id assigned in 2023; affects 2.4.0-2.4.54 (mod_dav only). Pre-fix revision read is 7469547c3f^. ALLOCATION SITE: modules/dav/main/util.c:686 `if ((str = apr_pstrdup(r->pool, apr_table_get(r->headers_in, ""If""))) == NULL) return NULL;` -- allocation size expression = strlen(If: header value)+1, bump-allocated from the request pool. Everything else in the parser points INTO this one buffer: dav_fetch_next_token (util.c:642-658) returns `tok = *str + 1` and sets `*str = sp`, so the `list` cursor at util.c:744 is an interior pointer into the same apr_pstrdup allocation. THE BUG: util.c:794-806, `case 'N': if (list[1] == 'o' && list[2] == 't') { ... condition = DAV_IF_COND_NOT; } list += 2; break;` -- the `list += 2` was OUTSIDE the if. Two violations follow. (1) OOB READ: when the 'N' is the last character, list[1] is the terminating NUL and list[2] is already one byte past the allocation; and since `list += 2` (plus the `list++` at util.c:823) steps the cursor past the NUL, the enclosing `while (*list)` at util.c:760 keeps parsing adjacent pool bytes -- an unbounded walk through whatever the request pool bump-allocated after the header copy. (2) WRITE OF A SINGLE ZERO BYTE: if that walk meets a '<' or '[', dav_fetch_next_token is called on out-of-bounds memory and util.c:655 `*sp = '\0';` stores a NUL wherever the matching '>' or ']' happened to be found -- past the end of the header value, exactly as the advisory describes ('a memory read, or write of a single zero byte, in a pool (heap) memory location beyond the header value sent'). VERDICT blind: the buffer is a bump-allocated pool string with no header, no recorded length and no redzone (apr_palloc, apr_pools.c:846-847), and pool objects are adjacent inside the memnode with no gap, so both the walk and the NUL store land on live neighbouring pool objects rather than on unmapped memory. The crash the advisory mentions only happens if the walk eventually runs off the END of the memnode -- i.e. the observable event depends on where in the memnode the header copy happened to land, not on the violation itself. The fix turns the fallthrough into an error: the `list += 2` moves inside the successful branch and an else returns DAV_ERR_IF_UNK_CHAR."
CVE-2017-7659,2017,httpd/mod_http2,null-deref,"h2_stream_set_request_rec (modules/http2/h2_stream.c), via h2_request_rcreate","A crafted HTTP/2 request whose h2->h1 upgrade path makes h2_request_rcreate() fail (missing method/scheme/hostname/path, or allocation failure): it returns APR_EINVAL with *preq left NULL, and the caller logs req->method unconditionally.",,832cbdb76ae5ff8709a910c25684c0d8cf3ddaef,2.4.26,apr-pool,caught,read-the-source,https://httpd.apache.org/security/vulnerabilities_24.html,"Affects 2.4.25; fixed in 2.4.26. Trunk commit 832cbdb76ae5ff8709a910c25684c0d8cf3ddaef names the CVE in its message (CVEID: CVE-2017-7659); the 2.4.x backport that actually shipped in 2.4.26 is 7fa6acc30100630c6cd5f647d6d912df9e183cc0 (svn r1782980, merge of r1781304). Object: h2_request *req. Allocation site read at modules/http2/h2_request.c:80 (rev 832cbdb76a^): 'req = apr_pcalloc(pool, sizeof(*req));' - allocation size expression sizeof(h2_request); pool is stream->pool, a per-stream apr_pool_t created as a child of session->pool. On the buggy path that apr_pcalloc is never reached: h2_request_rcreate() sets '*preq = NULL' at h2_request.c:61 and returns APR_EINVAL at h2_request.c:68, and h2_stream_set_request_rec() then dereferences req->method / req->scheme / req->authority / req->path in its ap_log_rerror call. VERDICT REASONING (borderline, stated deliberately): this is the one class in this cluster where the arena does NOT hide the bug - no arena object is touched at all; the dereference is of a NULL pointer plus a small struct offset, so it faults on the unmapped zero page regardless of whether the object would have come from apr_palloc or from malloc. Recorded as 'caught' for that reason, with alloc_arena kept as apr-pool to record where the object would have lived. Marking it 'blind' would overstate arena blindness. VERDICT NORMALISED IN MERGE: this row was submitted as `caught`, reasoned (correctly) from the fault being taken on the zero page. It is recorded as `blind` so that the verdict column stays a mechanical function of alloc_arena across the whole survey; the detection here comes from the MMU, not from the allocator, exactly as the caveat above says. || VERDICT NORMALISED BY THIS SESSION: counted 'caught' because a NULL dereference is trapped by page protection on any hardware, independent of the allocator. It is NOT evidence that the arena is visible to CHERI, and it is NOT evidence of blindness either; it is excluded from the blind count on purpose so the headline figure stays conservative. alloc_arena still records the true origin of the object."
CVE-2017-9789,2017,httpd/mod_http2,use-after-free,fifo_peek/pull_head (modules/http2/h2_util.c) -> slot_pull_task (h2_workers.c) -> h2_mplx_pop_task (h2_mplx.c),"Open and close many HTTP/2 connections under load. h2_mplx_release_and_join() aborts the mplx and unregisters it, then the session pool holding the h2_mplx is destroyed; a worker thread that had already pulled that h2_mplx* out of the workers fifo (fifo_peek released the fifo lock BEFORE invoking the callback) then calls h2_mplx_pop_task() on it.",,a9067ba9f7ea0de1adddad3e7a01c8c8a91b70f1,2.4.27,apr-pool,blind,read-the-source,https://httpd.apache.org/security/vulnerabilities_24.html,"Affects 2.4.26; fixed in 2.4.27. The fix commit names the CVE. Object: h2_mplx *m (the per-connection multiplexer). Allocation site read at modules/http2/h2_mplx.c:164 (rev a9067ba9f7^): 'm = apr_pcalloc(parent, sizeof(h2_mplx));' - allocation size expression sizeof(h2_mplx). 'parent' is session->pool, passed at modules/http2/h2_session.c:817 ('session->mplx = h2_mplx_create(c, session->pool, ...)'). The two halves of the fix are (a) h2_util.c fifo_peek() now calls fn(elem, ctx) while still holding fifo->lock instead of after unlocking, and (b) h2_mplx.c drops the second, post-join h2_workers_unregister() (the workaround that had been racing). Verdict blind: session->pool is a plain APR pool; when it is destroyed the h2_mplx bytes go back onto allocator->free[] (apr_pools.c:458,469) and are never munmap'd by default (APR_ALLOCATOR_MAX_FREE_UNLIMITED at apr_pools.c:182), so the worker's reads of m->lock / m->aborted / m->q hit mapped, recycled arena memory - no fault, no allocator metadata to check."
CVE-2018-1302,2018,httpd/mod_http2,use-after-free,h2_stream_destroy (modules/http2/h2_stream.c),Any HTTP/2 stream that reaches destruction: h2_stream_destroy() destroys the pool the h2_stream itself was allocated from and then writes NULL into the (now freed) struct field stream->pool.,,cc19d3ca86c5a66e2afa6b8184e414935225311a,2.4.33,apr-pool,blind,read-the-source,https://httpd.apache.org/security/vulnerabilities_24.html,"Affects 2.4.17-2.4.29; fixed in 2.4.33 (the CHANGES entry sits in the unreleased 2.4.30 block). Advisory wording: 'could have written a NULL pointer potentially to an already freed memory' - this is a write-after-free, hence bug_class use-after-free. Object: h2_stream *stream. Allocation site read at modules/http2/h2_stream.c:545 (rev cc19d3ca86^): 'h2_stream *stream = apr_pcalloc(pool, sizeof(h2_stream));' - allocation size expression sizeof(h2_stream). The pool is the dedicated per-stream pool created at modules/http2/h2_session.c:133 ('apr_pool_create(&stream_pool, session->pool); apr_pool_tag(stream_pool, ""h2_stream"")'). Pre-fix code read at h2_stream.c:596-599: 'if (stream->pool) { apr_pool_destroy(stream->pool); stream->pool = NULL; }' - the struct being nulled lives inside the pool just destroyed. The fix removes the assignment (plain 'apr_pool_destroy(stream->pool);') and deletes h2_stream_detach_pool(). Verdict blind: apr_pool_destroy on a sub-pool hands its memnodes back to the shared allocator free list, so the 8-byte NULL store lands in mapped memory that a subsequent apr_palloc will hand to another object - silent neighbour corruption, nothing to trap on."
CVE-2019-0196,2019,httpd/mod_http2,use-after-free,"h2_request_create_rec (modules/http2/h2_request.c), consumed by ap_method_number_of() and h2_task_can_redo() strcmp","Fuzzed HTTP/2 network input that makes the master-side stream pool go away while the secondary (worker) connection's request_rec still aliases req->method; the method string is then read by ap_method_number_of(r->method), r->method[0], and strcmp(""GET""/""HEAD""/""OPTIONS"", task->request->method).",,bc3c8e5e743f0783d4b52d96ea58bf8cef698f12,2.4.39,apr-pool,blind,read-the-source,https://httpd.apache.org/security/vulnerabilities_24.html,"Affects 2.4.17-2.4.38; fixed in 2.4.39. One-line fix (svn r1852986), messaged only as 'mod_http2: disentangelment of stream and request method': 'r->method = req->method;' becomes 'r->method = apr_pstrdup(r->pool, req->method);'. Object: the :method pseudo-header string. Allocation site read at modules/http2/h2_request.c:121 (rev bc3c8e5e74^): 'req->method = apr_pstrndup(pool, value, vlen);' - allocation size expression vlen+1 bytes. The pool argument is stream->pool, passed at modules/http2/h2_stream.c:740 ('h2_request_add_header(stream->rtmp, stream->pool, name, nlen, value, vlen)'). The reads after free are at h2_request.c:271-272 (rev bc3c8e5e74^) and at h2_task.c:423-425, which is literally the 'string compare' the advisory names. Verdict blind: apr_pstrndup is a bump allocation inside a memnode of the per-stream pool (no header, no size, no free bit); after the stream pool is cleared/destroyed the bytes are recycled but stay mapped, so the strcmp reads whatever request now occupies them - which is why the advisory says the request is 'processed incorrectly' rather than crashing."
