id,year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,verdict,evidence,source,notes
CVE-2015-0290,2015,TLS multiblock write path (ssl/s3_pkt.c),use-after-free,ssl3_write_bytes (multiblock branch),"AES-NI x86_64 build using the multiblock optimisation with a non-blocking/retrying BIO: a retryable write error frees the jumbo write buffer and sets wb->buf = NULL while wb->left is still non-zero, so the next SSL_write re-enters ssl3_write_pending on the released buffer.",,77c77f0a1b9f15b869ca3342186dfbedd1119d0e,1.0.2a,system-malloc,caught,read-the-source,https://github.com/openssl/openssl/commit/77c77f0a1b9f15b869ca3342186dfbedd1119d0e,"EXCLUDED from the arena set on two counts. (1) The buffer in question is NOT the freelist write buffer: the multiblock path first calls ssl3_release_write_buffer (ssl/s3_pkt.c:698, tag OpenSSL_1_0_2) and then takes its own allocation, ssl/s3_pkt.c:709 'wb->buf = OPENSSL_malloc(packlen);'. (2) The observed access leaves the block entirely: the free at ssl/s3_pkt.c:783-786 also nulls the pointer, so the follow-up at ssl/s3_pkt.c:667 ('if (wb->left != 0) i = ssl3_write_pending(...)') dereferences &wb->buf[wb->offset] with wb->buf == NULL -- a NULL dereference, which is why the advisory reports a segfault rather than corruption. The fix narrows the free to 'if (i < 0 && (!s->wbio || !BIO_should_retry(s->wbio)))'."
CVE-2015-1789,2015,crypto/x509,buffer-overread,X509_cmp_time,Certificate or CRL with a short/truncated ASN1_TIME; the parser walked past the end of the string because only a lower bound on length was checked,,370ac320301e28bb615cee80124c042649c95d14,"1.0.2b, 1.0.1n, 1.0.0s, 0.9.8zg",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20150611.txt,"crypto/x509/x509_vfy.c X509_cmp_time read `str = (char *)ctm->data` without tracking remaining length; fix introduces `remaining` and checks it before every read. ctm->data is the ASN1_TIME's own exactly-sized buffer (crypto/asn1/asn1_lib.c ASN1_STRING_set `OPENSSL_malloc(len + 1)`), so the over-read leaves the allocation."
CVE-2015-1791,2015,"TLS client session-ticket handling (ssl/s3_clnt.c, ssl/ssl_sess.c)",double-free,ssl3_get_new_session_ticket,Multi-threaded client resuming a cached session receives a NewSessionTicket; two threads write session->tlsext_tick on the shared SSL_SESSION and both free the old ticket buffer.,,939b4960276b040fc0ed52232238fcc9e2e9ec21,1.0.1n,system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20150611.txt,"The doubly-freed object is the ticket buffer s->session->tlsext_tick, its own allocation (OPENSSL_malloc(ticklen) in ssl3_get_new_session_ticket; the new ssl_session_dup added by the fix mirrors it with 'dest->tlsext_tick = OPENSSL_malloc(src->tlsext_ticklen)' in ssl/ssl_sess.c). The fix stops mutating the shared session at all: before writing the ticket it removes the old SSL_SESSION from the cache and installs a private ssl_session_dup copy. The ticket bytes are read out of the init_buf arena ('p = d = (unsigned char *)s->init_msg;') but the double-freed block is ordinary heap, so ASAN/CHERI flag it."
CVE-2015-3196,2015,TLS PSK identity-hint handling (ssl/s3_clnt.c),double-free,ssl3_get_key_exchange,"Multi-threaded client: the received PSK identity hint is stored in the shared parent SSL_CTX rather than the per-connection SSL_SESSION, so concurrent handshakes free and replace s->ctx->psk_identity_hint under each other.",,d6be3124f22870f1888c532523b74ea5d89795eb,1.0.1p,system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20151203.txt,"Vulnerable code in ssl/s3_clnt.c ssl3_get_key_exchange: 'if (s->ctx->psk_identity_hint != NULL) OPENSSL_free(s->ctx->psk_identity_hint); s->ctx->psk_identity_hint = BUF_strdup(tmp_id_hint);' -- a BUF_strdup (OPENSSL_malloc) string on the process-wide SSL_CTX. The fix moves it to per-session state: 's->session->psk_identity_hint = BUF_strndup((char *)p, i);'. Also hardens the server side, ssl/s3_srvr.c ssl3_get_client_key_exchange: 'BUF_strdup((char *)p)' -> 'BUF_strndup((char *)p, i)' -- that one WAS an unbounded strlen walk over the init_buf arena, but it is a hardening change, not the CVE. Double-freed object is plain heap."
CVE-2016-0705,2016,crypto/dsa,double-free,dsa_priv_decode,"Malformed DSA private key in the 'broken' PKCS#8 encodings: `privkey` aliased `t2->value.integer` inside the ndsa stack, which was then freed, and freed again via privkey",,ab4a81f69ec88d06c9d8de15326b9296d7f498ed,"1.0.2g, 1.0.1s",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20160301.txt,"Fix deletes the whole broken-DSA branch in crypto/dsa/dsa_ameth.c dsa_priv_decode that did `privkey = t2->value.integer;` while also owning `ndsa`. The ASN1_INTEGER is its own allocation (crypto/asn1/tasn_new.c:157 `*pval = OPENSSL_malloc(it->size);`), so the second free is a plain heap double-free."
CVE-2016-0797,2016,crypto/bn,buffer-overflow,BN_hex2bn / BN_dec2bn,"Hex/dec string long enough that the digit count `i` times 4 overflows int, so bn_expand sizes the BIGNUM limb array too small and the conversion writes past it",,c175308407858afff3fc8c2e5e085d94d12edc7d,"1.0.2g, 1.0.1s",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20160301.txt,"crypto/bn/bn_print.c BN_hex2bn `if (bn_expand(ret, i * 4) == NULL)`; fix caps `i` at INT_MAX/4 and makes the bn_expand macro return NULL on overflow. The limb array is its own allocation from bn_expand2 -> OPENSSL_malloc, and the overflow runs off its end."
CVE-2016-0799,2016,crypto/bio,buffer-overflow,fmtstr / doapr_outch (BIO_*printf),"Very large or unusual format-string input to BIO_printf/BIO_snprintf, where the size computation for the dynamically grown output buffer is wrong",,9cb177301fdab492e4cfef376b28339afe3ef663,"1.0.2g, 1.0.1s",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20160301.txt,crypto/bio/b_print.c: fix converts fmtstr/fmtint/fmtfp/doapr_outch/_dopr from void to int so allocation failures and size errors propagate. The dynamic buffer is its own allocation grown with OPENSSL_realloc in doapr_outch.
CVE-2016-2105,2016,crypto/evp,buffer-overflow,EVP_EncodeUpdate,Very large input to base64 encoding: `ctx->num + inl` overflows int so the partial-block check passes and memcpy writes past ctx->enc_data,,ee1e3cac2e83abc77bcc8ff98729ca1e10fcc920,"1.0.2h, 1.0.1t",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20160503.txt,"crypto/evp/encode.c: `if ((ctx->num + inl) < ctx->length)` -> `if (ctx->length - ctx->num > inl)`. enc_data is a member array of EVP_ENCODE_CTX; with attacker-sized inl the memcpy runs well past the whole context object, so it leaves the allocation and is caught."
CVE-2016-2106,2016,crypto/evp,buffer-overflow,EVP_EncryptUpdate,Very large input to EVP_EncryptUpdate: `i + inl` overflows int so the partial-block branch is taken and memcpy writes past ctx->buf,,3f3582139fbb259a1c3cbb0a25236500a409bf26,"1.0.2h, 1.0.1t",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20160503.txt,crypto/evp/evp_enc.c EVP_EncryptUpdate: `if (i + inl < bl)` -> `if (bl - i > inl)`. Same integer-overflow shape as CVE-2016-2105 in EVP_EncodeUpdate. ctx->buf is a member array of EVP_CIPHER_CTX; with an attacker-sized inl the memcpy runs past the whole context allocation.
CVE-2016-2108,2016,crypto/asn1,buffer-overflow,asn1_ex_c2i / asn1_ex_i2c (ANY with negative INTEGER/ENUMERATED),ASN.1 ANY field holding a negative zero INTEGER; the value is stored with type V_ASN1_NEG_INTEGER and later re-encoded through a path that mis-sizes the output,,f5da52e308a6aeea6d5f3df98c4da295d7e9cc27,"1.0.2c, 1.0.1o",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20160503.txt,Fix removes V_ASN1_NEG_INTEGER / V_ASN1_NEG_ENUMERATED from the ANY handling in crypto/asn1/tasn_dec.c asn1_ex_c2i and crypto/asn1/tasn_enc.c asn1_ex_i2c. Content bytes are the ASN1_STRING's own exactly-sized buffer: crypto/asn1/asn1_lib.c ASN1_STRING_set `str->data = OPENSSL_malloc(len + 1);`.
CVE-2016-2176,2016,crypto/x509,buffer-overread,X509_NAME_oneline (EBCDIC build),ASN.1 string longer than the 1024-byte EBCDIC conversion buffer; the length was clamped for the conversion but not for the subsequent read,,ea96ad5a206b7b5f25dad230333e8ff032df3219,"1.0.2h, 1.0.1t",stack,caught,read-the-source,https://www.openssl.org/news/secadv/20160503.txt,"crypto/x509/x509_obj.c X509_NAME_oneline: `ascii2ebcdic(ebcdic_buf, q, (num > sizeof(ebcdic_buf)) ? sizeof(ebcdic_buf) : num)` clamped only the copy; `num` stayed large and `q = ebcdic_buf` was then read for `num` bytes. Fix assigns the clamp to `num` itself. ebcdic_buf is a stack array; EBCDIC platforms only."
CVE-2016-6303,2016,crypto/mdc2,buffer-overflow,MDC2_Update,Large input to MDC2 hashing: `i + len` overflows so the partial-block branch is taken and memcpy writes past c->data,,1027ad4f34c30b8585592764b9a670ba36888269,"1.0.2i, 1.0.1u",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20160922.txt,crypto/mdc2/mdc2dgst.c: `if (i + len < MDC2_BLOCK)` -> `if (len < MDC2_BLOCK - i)`. c->data is a member array of MDC2_CTX; the attacker-sized memcpy leaves the context allocation entirely.
CVE-2016-6309,2016,ssl/statem (handshake buffer),use-after-free,read_state_machine / grow_init_buf,"Handshake message larger than ~16k: BUF_MEM_grow_clean reallocates and moves s->init_buf->data, but s->init_msg still points into the old, freed block and is then written through",,acacbfa7565c78d2273c0b2a2e5e803f44afefeb,1.1.0b,ssl-init-buf,caught,read-the-source,https://www.openssl.org/news/secadv/20160926.txt,"IMPORTANT CONTRAST ROW - arena memory that is nonetheless CAUGHT. The fix adds grow_init_buf() which saves `msg_offset = (char *)s->init_msg - s->init_buf->data` and restores `s->init_msg = s->init_buf->data + msg_offset` after the grow. Here the arena BLOCK ITSELF is reallocated, so OPENSSL_realloc really does free the old block and an ordinary UAF detector fires. This is the discriminator for the arena test: a dangling pointer to a whole arena block is visible; an over-read WITHIN a live arena block is not. Regression only affected 1.1.0a."
CVE-2016-7054,2016,"crypto/evp (ChaCha20-Poly1305, TLS path)",buffer-overflow,chacha20_poly1305_cipher,TLS connection using a *-CHACHA20-POLY1305 ciphersuite where the Poly1305 tag check fails; the failure path zeroes plen bytes starting one plen too far along the output,,99d97842ddb5fbbbfb5e9820a64ebd19afe569f6,1.1.0c,ssl-record-buffer,caught,read-the-source,https://www.openssl.org/news/secadv/20161110.txt,"ADJUDICATED - the two independent passes disagreed on this row, so it was re-read from the diff. crypto/evp/e_chacha20_poly1305.c: `memset(out, 0, plen)` -> `memset(out - plen, 0, plen)`; out had already been advanced by plen, so the buggy memset writes plen bytes PAST the plaintext region. In the TLS path out is in-place inside the ~18.4KB record buffer, so the behaviour is SPLIT: for payloads below roughly 9KB the overwrite stays inside the record buffer and is silent in-arena corruption (blind), while for larger payloads 2*plen exceeds the buffer and it escapes (caught). Recorded as `caught` because the advisory ties the reported impact to 'corrupting larger payloads', i.e. the escaping case is the one that was observed - but the sub-9KB range is precisely the interval in which this bug produced no crash and no detector output."
CVE-2017-3735,2017,crypto/x509v3,buffer-overread,v3_addr_get_afi (X509v3_addr_get_afi),X.509 certificate with an IPAddressFamily extension whose addressFamily OCTET STRING is shorter than 2 bytes; the code reads data[1] unconditionally,,31c8b265591a0aaa462a1f3eb5770661aaac67db,"1.0.2m, 1.1.0g",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20170828.txt,crypto/x509v3/v3_addr.c: `(f->addressFamily->data[0] << 8) | (f->addressFamily->data[1])` with no length check; fix adds `|| f->addressFamily->length < 2`. addressFamily->data is the ASN1_OCTET_STRING's own exactly-sized buffer (ASN1_STRING_set -> OPENSSL_malloc(len+1)). This is the exact mirror of Heartbleed: a ONE-byte over-read is caught here because the object has its own right-sized allocation.
CVE-2020-1967,2020,"ssl (TLS 1.3 signature_algorithms_cert processing, SSL_check_chain)",null-deref,"tls1_check_sig_alg (ssl/t1_lib.c), reached from SSL_check_chain()","A TLS 1.3 peer sends an unrecognised codepoint in signature_algorithms_cert (or signature_algorithms). tls1_lookup_sigalg() returns NULL for a codepoint absent from the static lookup table, and the result is dereferenced unconditionally. Reachable by an unauthenticated client against a server that calls SSL_check_chain() from a client_hello or cert callback.",test/recipes/70-test_sslsigalgs.t (test added by 64eef86733fd40a5b7737dc586754c3fa3414b0c on 1.1.1-stable; master twin 3656c08ab4b1b892730cb5e808b6f4298b08a2e6),eb563247aef3e83dda7679c43f9649270462e5b1,1.1.1g,system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20200421.txt,"ARENA CAVEAT: this leaves the arena question behind - the dereferenced pointer is NULL returned by a lookup miss, so no allocation is indexed. Dereference site, ssl/t1_lib.c:2133 (OpenSSL_1_1_1f) 'if (sig_nid == sigalg->sigandhash)'; the fix is 'if (sigalg != NULL && sig_nid == sigalg->sigandhash)'. Had the lookup succeeded, sigalg would point into the static const sigalg_lookup_tbl[] (static storage, not heap). The array being iterated, s->s3->tmp.peer_cert_sigalgs, is a plain standalone malloc block from ssl/t1_lib.c:1811 'if ((buf = OPENSSL_malloc(size * sizeof(*buf))) == NULL)' in tls1_save_u16; alloc_arena records that block. Advisory: 'may crash due to a NULL pointer dereference'."
CVE-2021-23840,2021,crypto/evp,buffer-overflow,evp_EncryptDecryptUpdate and EVP_DecryptUpdate (crypto/evp/evp_enc.c),"EVP_CipherUpdate / EVP_EncryptUpdate / EVP_DecryptUpdate called with inl close to INT_MAX. The number of output bytes, ((inl - j) & ~(bl - 1)) + bl, exceeds INT_MAX, so the *outl written back to the caller is negative while the function still returns 1 (success).",,c9fb704cf3af5524eb8e79961e31b60eee8c3c47,"1.1.1j, 1.0.2y (premium support customers only), 3.0.0",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20210216.txt,"CLASS CAVEAT: read against the source, this is an integer overflow of the int output-length counter, not an out-of-bounds access inside OpenSSL. The two guards added by the fix are pure range checks - crypto/evp/evp_enc.c 'if (((inl - j) & ~(bl - 1)) > INT_MAX - bl)' in evp_EncryptDecryptUpdate and 'if ((inl & ~(b - 1)) > INT_MAX - b)' in EVP_DecryptUpdate - and no bounds on a buffer changed. Following the object: 'out' is the caller-supplied output buffer, which the documented contract requires to be at least inl + block_size - 1 bytes, and OpenSSL's own writes stay inside that; in-tree callers allocate it with plain OPENSSL_malloc (e.g. apps/pkeyutl.c:327 'buf_out = app_malloc(buf_outlen, ""buffer output"");'). Advisory wording is consistent: 'the return value from the function call will be 1 (indicating success), but the output length value will be negative. This could cause applications to behave incorrectly or crash.' The memory-safety consequence is therefore in application code that trusts *outl; verdict caught reflects that such a downstream overflow of a plain malloc block would fire a checker - nothing inside OpenSSL does. 1.1.1j backport: 6a51b9e1d0cf0bf8515f7201b68fb0a3482b3dc1. [bug_class normalised from integer-overflow: the overflow is in the output-length computation and manifests as an overflow of the caller's buffer.]"
CVE-2021-3449,2021,ssl (TLS signature_algorithms extension processing),null-deref,"tls12_shared_sigalgs, reached from tls1_set_shared_sigalgs (ssl/t1_lib.c); stale length left behind by init_sig_algs (ssl/statem/extensions.c)","A TLSv1.2 renegotiation ClientHello that omits signature_algorithms (present in the initial ClientHello) but includes signature_algorithms_cert. init_sig_algs() frees s->s3->tmp.peer_sigalgs and sets it to NULL but leaves peer_sigalgslen at its previous non-zero value, so tls12_shared_sigalgs() walks pref[0..preflen) through a NULL pointer. Server-side only; renegotiation is on by default.",test/recipes/70-test_renegotiation.t (test added by 3ff38629a2df6635f36bfb79513cc6440db8cd70 on 1.1.1-stable; master twin 112580c27b829b0ac0874d5c5787195f27c7952c),fb9fa6b51defd48157eeb207f52181f735d96148,1.1.1k,system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20210325.txt,"ARENA CAVEAT: this leaves the arena question behind - the buffer/length pair desynchronises but the pointer is explicitly NULLed, so the access is at address 0, not a dangling offset into any pool. Fix site, ssl/statem/extensions.c:1139 (OpenSSL_1_1_1j) 's->s3->tmp.peer_sigalgs = NULL;' with the added 's->s3->tmp.peer_sigalgslen = 0;'. Use site, ssl/t1_lib.c:1779-1780 'pref = s->s3->tmp.peer_sigalgs; preflen = s->s3->tmp.peer_sigalgslen;'. The buffer that was freed is a plain standalone block: ssl/t1_lib.c:1811 'if ((buf = OPENSSL_malloc(size * sizeof(*buf))) == NULL)' in tls1_save_u16 - not the record buffer, not init_buf. Had the pointer been left dangling instead of NULLed this would have been a use-after-free of that malloc block, which is the shape the follow-up commit 39a140597d874e554b736885ac4dea16ac40a87a ('Ensure buffer/length pairs are always in sync') hardens across the rest of libssl."
CVE-2021-3711,2021,crypto/sm2,buffer-overflow,sm2_decrypt / ossl_sm2_decrypt and sm2_plaintext_size / ossl_sm2_plaintext_size (crypto/sm2/sm2_crypt.c),"Attacker-supplied SM2 ciphertext passed to EVP_PKEY_decrypt() using the documented two-call protocol. sm2_plaintext_size() estimates the plaintext length as ciphertext_len - (10 + 2*field_size + md_size); the real DER overhead can be smaller (C1x/C1y shorter than the field size, or the fixed part larger than 10), so the application allocates a buffer up to 62 bytes too small and the second call writes past it.",,36cf45ef3ba71e44a8be06ee81cb31aa02cb0010,"1.1.1l, 3.0.0",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20210824.txt,"The overwritten object is the caller's output buffer, sized from the bad estimate and allocated with plain malloc. Write site, crypto/sm2/sm2_crypt.c:355 (OpenSSL_1_1_1k) 'ptext_buf[i] = C2[i] ^ msg_mask[i];' with msg_len taken from the attacker's DER at :281 'msg_len = sm2_ctext->C2->length;' and no check against *ptext_len; the bad estimate is :85 '*pt_size = msg_len - overhead;'. In-tree allocation site for the two-call protocol: apps/pkeyutl.c:327 'buf_out = app_malloc(buf_outlen, ""buffer output"");' (app_malloc wraps OPENSSL_malloc), and the internal test does the same at test/sm2_internal_test.c:192 'recovered = OPENSSL_zalloc(ptext_len);'. Advisory: 'The location of the buffer is application dependent but is typically heap allocated.' No arena involved; a malloc-granularity checker fires on the first byte past the block. Companion hardening commit ad1ca777f9702f355a2f74dc5eed713476825f23 adds the missing '*ptext_len < msg_len' check; 1.1.1l backports are 59f5e75f3bced8fc0e130d72a3f582cf7b480b46 and 515ac8b5e544dd713a2b4cabfc54b722d122c218."
CVE-2021-3712,2021,"crypto/x509v3, crypto/x509, crypto/asn1 (ASN.1 string printing and name-constraint processing)",buffer-overread,"i2r_pci (crypto/x509v3/v3_pci.c) plus siblings fixed in the same series: GENERAL_NAME_print, i2v_GENERAL_NAME, POLICYINFO printing, NETSCAPE_SPKI_print, append_ia5, the name-constraints code, and the CMP code","An application builds an ASN1_STRING whose ->data is not NUL terminated (directly, or via ASN1_STRING_set0()) and then asks OpenSSL to print it or to run name-constraints checking. The printing code passes ->data to a %s conversion, so the read runs past ->length until it finds a NUL, disclosing adjacent heap memory or crashing.",,23446958685a593d4d9434475734b99138902ed2,"1.1.1l, 1.0.2za (premium support customers only)",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20210824.txt,"The over-read object is ASN1_STRING->data, a standalone malloc block with no arena around it. Read site, crypto/x509v3/v3_pci.c:80 (OpenSSL_1_1_1k) 'BIO_printf(out, ""%*sPolicy Text: %s\n"", indent, """", pci->proxyPolicy->policy->data);' fixed to '%.*s' plus ->length. Allocation site, crypto/asn1/asn1_lib.c in ASN1_STRING_set(): 'str->data = OPENSSL_realloc(c, len + 1);' - one exact-sized block per string; the vulnerable case is the one where the application supplied the pointer itself through ASN1_STRING_set0(), 'void ASN1_STRING_set0(ASN1_STRING *str, void *data, int len) { OPENSSL_free(str->data); str->data = data; str->length = len; }', i.e. also a plain heap block. Reading past ->length leaves the allocation immediately, so a malloc-granularity checker fires. This CVE was fixed by a contributor ~9 commits, not one; the hash recorded here is the v3_pci.c commit on 1.1.1-stable. Siblings on the same branch: b2b3b9c9936b91315adc0f3254879cb2fd5ca2bd, 1747d4658b3830951068a6a6c1fa2b45c4731fb3, ad6ac17489241574136b7d035f01f6175dd9c941, d2015a783e64613d8e4a142fa05048d1863df944, 95f8c1e142df835d03b5b62521383a462fc5470d, 98624776c4d501c8badd6f772ab7048ac9191cb9, 7c038a6bcd98d4bbfd2c2892a87a1138d2f7c5f3, 030c5aba94788f152f9ceef3549815df45bef702."
CVE-2022-3602,2022,crypto/punycode,buffer-overflow,ossl_punycode_decode,Certificate with a crafted xn-- email address in a name constraint; the decoder writes one code point (4 bytes) past the caller's buffer,test/punycode_test.c (regression tests added with the fix),fe3b639dc19b325846f4f6801f2f4604f56e3de3,3.0.7,stack,caught,read-the-source,https://www.openssl.org/news/secadv/20221101.txt,Off-by-one bound: crypto/punycode.c `if (written_out > max_out)` -> `>=`. The destination is a STACK array in the caller: crypto/punycode.c ossl_a2ulabel `unsigned int buf[LABEL_BUF_SIZE];  /* It's a hostname */`. Out of scope for the heap-arena question; included as a control.
CVE-2022-3786,2022,crypto/punycode,buffer-overflow,ossl_a2ulabel,"Certificate with a crafted xn-- email address; the '.' separator is written without checking the remaining room in the output buffer, giving an unbounded overflow of '.' bytes",test/punycode_test.c (regression tests added with the fix),4af7a0e48f48e5fb15bc3243ae9b135957c0236f,3.0.7,stack,caught,read-the-source,https://www.openssl.org/news/secadv/20221101.txt,"crypto/punycode.c ossl_a2ulabel wrote `*outptr = '.'; outptr++;` before re-checking `size >= *outlen - 1`; the fix rewrites the size accounting with `maxsize`. Destination is the caller-supplied `out` buffer, a stack array on the name-constraint path. Control-group row."
CVE-2022-4203,2022,crypto/x509,type-confusion,nc_match_single / nc_email_eai,"X.509 name-constraint check where a GEN_OTHERNAME SmtpUTF8Mailbox is given an 'effective type' of GEN_EMAIL, so an otherName is then read as an ASN1_IA5STRING",,4679cfce391d249aa52261e3de63c2dc5763bc21,3.0.8,system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20230207.txt,crypto/x509/v3_ncons.c nc_match: fix passes `effective_type` into nc_match_single and adds an OBJ_cmp on otherName->type_id so a non-SmtpUTF8Mailbox otherName is no longer matched as an email. GENERAL_NAME and its members are individually malloc'd (crypto/asn1/tasn_new.c:157).
CVE-2022-4450,2022,crypto/pem,double-free,PEM_read_bio_ex,"PEM file with a payload of 0 bytes; the error path frees *header and *data but leaves both pointers published to the caller, which frees them again","test/pemtest.c (regression test added in the same series, commit dc341a46677fe19f055bd2eea0e3a2af21053903)",ee6243f3947107d655f6dee96f63861561a5aaeb,"3.0.8, 1.1.1t",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20230207.txt,"crypto/pem/pem_lib.c out_free path: fix adds `*header = NULL;` and `*data = NULL;` after the PEM_FREE calls. Both buffers are their own allocations from pem_malloc -> OPENSSL_malloc, so the second free is a plain heap double-free."
CVE-2023-0215,2023,crypto/asn1 (BIO),use-after-free,BIO_new_NDEF,Streaming BIO setup failure (CMS_stream/PKCS7_stream/SMIME_write_ASN1): the ASN.1 BIO was freed on error while still linked into the caller's BIO chain,,c3829dd8825c654652201e16f8a0a0c46ee3f344,"3.0.8, 1.1.1t",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20230207.txt,"crypto/asn1/bio_ndef.c BIO_new_NDEF: fix tracks `pop_bio` and pops the BIO out of the chain before freeing, and checks BIO_asn1_set_prefix/suffix return values. The BIO is its own allocation from BIO_new -> OPENSSL_malloc, so the dangling chain pointer is a plain heap UAF."
CVE-2023-0216,2023,crypto/pkcs7,null-deref,pkcs7_get_signer_certs / pkcs7_get_recipient_info / ossl_pkcs7_resolve_libctx (crypto/pkcs7/pk7_lib.c),"d2i_PKCS7(), d2i_PKCS7_bio() or d2i_PKCS7_fp() on a malformed PKCS7 whose contentType is signed / signedAndEnveloped / enveloped but whose [0] EXPLICIT content is absent. p7->d.ptr stays NULL, and the ASN1_OP_D2I_POST callback calls ossl_pkcs7_resolve_libctx(), which reads through the union without checking.",test/recipes/25-test_pkcs7_data/malformed.pkcs7 (driven by test/recipes/25-test_pkcs7.t; added by 67813d8a4d110f4174bbd2fee8a2f15388e324b5),fc173dc3105746c9f381e939041329f8ad94799a,3.0.8,system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20230207.txt,"ARENA CAVEAT: this is a NULL dereference, so strictly it leaves the arena question behind - the address read is 0 + offsetof, not an offset inside any allocation. Dereference site, crypto/pkcs7/pk7_lib.c:418 (openssl-3.0.7) 'return p7->d.sign->cert;' with d.sign NULL; the fix adds 'if (p7->d.ptr == NULL) return NULL;'. The containing PKCS7 is a plain zeroed malloc block from the ASN.1 template allocator, crypto/asn1/tasn_new.c:114 '*pval = OPENSSL_zalloc(it->size);', which is why d.ptr is NULL rather than garbage. 3.0.8 backport of the fix: 934a04f0e775309cadbef0aa6b9692e1b12a76c6."
CVE-2023-0217,2023,crypto/ffc (DSA / finite-field public key validation),null-deref,ossl_ffc_validate_public_key_partial (crypto/ffc/ffc_key_validate.c),"EVP_PKEY_public_check() on a malformed DSA public key whose FFC_PARAMS carries a NULL p. BN_copy() does not check its second argument, so params->p == NULL is dereferenced.",test/ffc_internal_test.c - ffc_public_validate_test / ffc_private_validate_test NULL cases added in the fix commit,bcec03c33cc00a7b5eb89ebeeee59e604570a86a,3.0.8,system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20230207.txt,"ARENA CAVEAT: NULL dereference, so no allocation is actually indexed. Dereference site, crypto/ffc/ffc_key_validate.c:42 (openssl-3.0.7) 'if (BN_copy(tmp, params->p) == NULL'; the fix adds 'if (params == NULL || pub_key == NULL || params->p == NULL) { *ret = FFC_ERROR_PASSED_NULL_PARAM; return 0; }'. The enclosing FFC_PARAMS lives inside a DSA/DH object allocated with plain OPENSSL_zalloc, and any BIGNUM limb array it would have pointed at comes from crypto/bn/bn_lib.c:281 'a = OPENSSL_zalloc(words * sizeof(*a));'. 3.0.8 backport: 23985bac83fd50c8e29431009302b5442f985096."
CVE-2023-0286,2023,crypto/x509,type-confusion,GENERAL_NAME_cmp (x400Address),CRL with an X.400 address in an X.509 GeneralName; the public header declared x400Address as ASN1_TYPE* while the ASN.1 template decodes it as an ASN1_STRING,,84d85fcabd6d8f3740ad015bda329512630799df,"3.0.8, 1.1.1t, 1.0.2zg",system-malloc,caught,read-the-source,https://www.openssl.org/news/secadv/20230207.txt,"Template says ASN1_STRING: crypto/x509/v3_genn.c:37 `ASN1_IMP(GENERAL_NAME, d.x400Address, ASN1_SEQUENCE, GEN_X400)`, but the struct field was `ASN1_TYPE *x400Address`. Fix changes both the field type and the comparison to ASN1_STRING_cmp. The ASN1_STRING is its own allocation; the confusion produces a pointer read out of an int-typed field, which leaves the block."
CVE-2024-0727,2024,pkcs12,null-deref,"PKCS12_unpack_p7data / PKCS12_unpack_p7encdata / PKCS12_unpack_authsafes / pkcs12_gen_mac / newpass_p12 / SMIME_write_PKCS7 (crypto/pkcs12, crypto/pkcs7)",A PKCS12 file whose PKCS7 ContentInfo has a valid 'type' but a NULL optional content field (e.g. p7->d.data / p7->d.encrypted / p12->authsafes->d.data / p7->d.sign): the code dereferenced the NULL field.,"test/recipes/80-test_pkcs12.t + test/recipes/80-test_pkcs12_data/bad1.p12,bad2.p12,bad3.p12 (test commit 8a85df7c60ba1372ee98acc5982e902d75f52130)",09df4395b5071217b76dc7d3d2e630eb8c5a79c2,"3.0.13 (and parallel 3.1.5, 3.2.1, 1.1.1w-series)",system-malloc,caught,read-the-source,https://github.com/openssl/openssl/commit/09df4395b5071217b76dc7d3d2e630eb8c5a79c2,"PLAIN NULL DEREFERENCE - it LEAVES THE BLOCK: the fault is a read through a NULL sub-field (address ~0), not an over-read/over-write inside any allocated object, so an arena/bounds allocator does not apply; the MMU catches it. Fix adds 'if (p7->d.data == NULL) { ERR_raise(...PKCS12_R_DECODE_ERROR); return NULL; }' and siblings. Recorded per instruction; not a spatial-safety bug and not an arena bug."
